CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738019156334;-1.117354;-0.507702;VALID;(-0.019500, -0.008859, 0.999771)
1738019156339;-1.029202;-0.474014;VALID;(-0.017961, -0.008272, 0.999804)
1738019156344;-1.206285;-0.623457;VALID;(-0.021051, -0.010879, 0.999719)
1738019156349;-1.189047;-0.603747;VALID;(-0.020750, -0.010535, 0.999729)
1738019156354;-1.067261;-0.659816;VALID;(-0.018625, -0.011514, 0.999760)
1738019156358;-1.090908;-0.716105;VALID;(-0.019037, -0.012496, 0.999741)
1738019156363;-1.419573;-0.787973;VALID;(-0.024771, -0.013748, 0.999599)
1738019156368;-1.209707;-0.812492;VALID;(-0.021110, -0.014177, 0.999677)
1738019156373;-1.185562;-0.932266;VALID;(-0.020688, -0.016267, 0.999654)
1738019156378;-1.301640;-1.034421;VALID;(-0.022712, -0.018048, 0.999579)
1738019156384;-1.195986;-1.055735;VALID;(-0.020869, -0.018421, 0.999613)
1738019156389;-1.342083;-1.041886;VALID;(-0.023418, -0.018178, 0.999561)
1738019156394;-1.329548;-1.059579;VALID;(-0.023199, -0.018487, 0.999560)
1738019156399;-1.212048;-1.095046;VALID;(-0.021149, -0.019107, 0.999594)
1738019156404;-1.231586;-1.122503;VALID;(-0.021489, -0.019586, 0.999577)
1738019156409;-1.277887;-1.143520;VALID;(-0.022297, -0.019952, 0.999552)
1738019156414;-1.273141;-1.138672;VALID;(-0.022214, -0.019867, 0.999556)
1738019156419;-1.279201;-1.117251;VALID;(-0.022320, -0.019494, 0.999561)
1738019156424;-1.306493;-1.189400;VALID;(-0.022796, -0.020752, 0.999525)
1738019156429;-1.321207;-1.139545;VALID;(-0.023053, -0.019882, 0.999537)
1738019156434;-1.474040;-1.204582;VALID;(-0.025718, -0.021015, 0.999448)
1738019156439;-1.770107;-1.128099;VALID;(-0.030883, -0.019678, 0.999329)
1738019156444;-1.829474;-1.008504;VALID;(-0.031920, -0.017592, 0.999336)
1738019156449;-1.574191;-0.896228;VALID;(-0.027468, -0.015636, 0.999500)
1738019156454;-1.312741;-0.815621;VALID;(-0.022907, -0.014231, 0.999636)
1738019156459;-1.082765;-0.610526;VALID;(-0.018896, -0.010654, 0.999765)
1738019156464;-0.958223;-0.475643;VALID;(-0.016723, -0.008300, 0.999826)
1738019156469;-0.781452;-0.411697;VALID;(-0.013638, -0.007185, 0.999881)
1738019156474;-0.685913;-0.397294;VALID;(-0.011971, -0.006934, 0.999904)
1738019156479;-0.384986;-0.400309;VALID;(-0.006719, -0.006986, 0.999953)
1738019156484;-0.469355;-0.419667;VALID;(-0.008191, -0.007324, 0.999940)
1738019156489;-0.474703;-0.330722;VALID;(-0.008285, -0.005772, 0.999949)
1738019156494;-0.445850;-0.284934;VALID;(-0.007781, -0.004973, 0.999957)
1738019156499;-0.356796;-0.341453;VALID;(-0.006227, -0.005959, 0.999963)
1738019156504;-0.337789;-0.354944;VALID;(-0.005895, -0.006195, 0.999964)
1738019156509;-0.317266;-0.327400;VALID;(-0.005537, -0.005714, 0.999968)
1738019156514;-0.310543;-0.332096;VALID;(-0.005420, -0.005796, 0.999969)
1738019156519;-0.306624;-0.317213;VALID;(-0.005351, -0.005536, 0.999970)
1738019156524;-0.304683;-0.328081;VALID;(-0.005318, -0.005726, 0.999970)
1738019156529;-0.293355;-0.261271;VALID;(-0.005120, -0.004560, 0.999977)
1738019156534;-0.282224;-0.274809;VALID;(-0.004926, -0.004796, 0.999976)
1738019156539;-0.266225;-0.261503;VALID;(-0.004646, -0.004564, 0.999979)
1738019156544;-0.244350;-0.310267;VALID;(-0.004265, -0.005415, 0.999976)
1738019156549;-0.250842;-0.297600;VALID;(-0.004378, -0.005194, 0.999977)
1738019156554;-0.247264;-0.289234;VALID;(-0.004315, -0.005048, 0.999978)
1738019156559;-0.265558;-0.218255;VALID;(-0.004635, -0.003809, 0.999982)
1738019156564;-0.284559;-0.216525;VALID;(-0.004966, -0.003779, 0.999981)
1738019156569;-0.347705;-0.245497;VALID;(-0.006068, -0.004285, 0.999972)
1738019156574;-0.274563;-0.216101;VALID;(-0.004792, -0.003772, 0.999981)
1738019156579;-0.267723;-0.180865;VALID;(-0.004673, -0.003157, 0.999984)
1738019156584;-0.253630;-0.204451;VALID;(-0.004427, -0.003568, 0.999984)
1738019156589;-0.257217;-0.202171;VALID;(-0.004489, -0.003529, 0.999984)
1738019156594;-0.274533;-0.201168;VALID;(-0.004791, -0.003511, 0.999982)
1738019156599;-0.293403;-0.166398;VALID;(-0.005121, -0.002904, 0.999983)
1738019156604;-0.309154;-0.156118;VALID;(-0.005396, -0.002725, 0.999982)
1738019156609;-0.327395;-0.072188;VALID;(-0.005714, -0.001260, 0.999983)
1738019156614;-0.342265;-0.063826;VALID;(-0.005974, -0.001114, 0.999982)
1738019156619;-0.337905;-0.069240;VALID;(-0.005898, -0.001208, 0.999982)
1738019156624;-0.356324;-0.047147;VALID;(-0.006219, -0.000823, 0.999980)
1738019156629;-0.361662;-0.018220;VALID;(-0.006312, -0.000318, 0.999980)
1738019156634;-0.380100;-0.004818;VALID;(-0.006634, -0.000084, 0.999978)
1738019156639;-0.351343;0.006404;VALID;(-0.006132, 0.000112, 0.999981)
1738019156644;-0.341479;0.002812;VALID;(-0.005960, 0.000049, 0.999982)
1738019156649;-0.346118;-0.021123;VALID;(-0.006041, -0.000369, 0.999982)
1738019156654;-0.379390;-0.019620;VALID;(-0.006622, -0.000342, 0.999978)
1738019156659;-0.396331;-0.029779;VALID;(-0.006917, -0.000520, 0.999976)
1738019156664;-0.387777;-0.055276;VALID;(-0.006768, -0.000965, 0.999977)
1738019156669;-0.391302;-0.099635;VALID;(-0.006829, -0.001739, 0.999975)
1738019156674;-0.411745;-0.080132;VALID;(-0.007186, -0.001399, 0.999973)
1738019156679;-0.408923;-0.085892;VALID;(-0.007137, -0.001499, 0.999973)
1738019156684;-0.415567;-0.081045;VALID;(-0.007253, -0.001414, 0.999973)
1738019156689;-0.428351;-0.095213;VALID;(-0.007476, -0.001662, 0.999971)
1738019156694;-0.430800;-0.089306;VALID;(-0.007519, -0.001559, 0.999971)
1738019156699;-0.425580;-0.123583;VALID;(-0.007428, -0.002157, 0.999970)
1738019156704;-0.422342;-0.155942;VALID;(-0.007371, -0.002722, 0.999969)
1738019156709;-0.395538;-0.257350;VALID;(-0.006903, -0.004491, 0.999966)
1738019156714;-0.360792;-0.291908;VALID;(-0.006297, -0.005095, 0.999967)
1738019156719;-0.495708;-0.176144;VALID;(-0.008652, -0.003074, 0.999958)
1738019156724;-0.972948;0.488032;VALID;(-0.016980, 0.008516, 0.999820)
1738019156729;-1.028952;0.603670;VALID;(-0.017957, 0.010534, 0.999783)
1738019156734;-1.316738;0.839898;VALID;(-0.022977, 0.014655, 0.999629)
1738019156739;-1.228670;1.003535;VALID;(-0.021439, 0.017510, 0.999617)
1738019156744;-1.473498;1.186450;VALID;(-0.025709, 0.020699, 0.999455)
1738019156749;-1.607321;1.266437;VALID;(-0.028043, 0.022093, 0.999363)
1738019156754;-1.522700;1.303489;VALID;(-0.026566, 0.022740, 0.999388)
1738019156759;-1.463530;1.322223;VALID;(-0.025534, 0.023068, 0.999408)
1738019156764;-1.454716;1.351720;VALID;(-0.025380, 0.023582, 0.999400)
1738019156769;-1.553480;1.406198;VALID;(-0.027102, 0.024531, 0.999332)
1738019156774;-1.720711;1.473986;VALID;(-0.030018, 0.025711, 0.999219)
1738019156779;-1.685566;1.486845;VALID;(-0.029405, 0.025936, 0.999231)
1738019156784;-1.687454;1.515741;VALID;(-0.029437, 0.026440, 0.999217)
1738019156789;-1.604257;1.499984;VALID;(-0.027986, 0.026166, 0.999266)
1738019156794;-1.551769;1.559609;VALID;(-0.027070, 0.027207, 0.999263)
1738019156799;-1.679026;1.554129;VALID;(-0.029290, 0.027110, 0.999203)
1738019156804;-1.748883;1.555080;VALID;(-0.030508, 0.027125, 0.999166)
1738019156809;-1.716932;1.623892;VALID;(-0.029950, 0.028326, 0.999150)
1738019156814;-1.664759;1.670367;VALID;(-0.029039, 0.029137, 0.999154)
1738019156819;-1.738233;1.635758;VALID;(-0.030321, 0.028532, 0.999133)
1738019156824;-1.801769;1.679443;VALID;(-0.031428, 0.029293, 0.999077)
1738019156829;-1.778598;1.676221;VALID;(-0.031024, 0.029237, 0.999091)
1738019156834;-1.818889;1.605513;VALID;(-0.031728, 0.028004, 0.999104)
1738019156839;-1.811012;1.602827;VALID;(-0.031591, 0.027957, 0.999110)
1738019156844;-1.678152;1.586908;VALID;(-0.029274, 0.027681, 0.999188)
1738019156849;-1.627435;1.580125;VALID;(-0.028389, 0.027564, 0.999217)
1738019156854;-1.593286;1.607448;VALID;(-0.027794, 0.028041, 0.999220)
1738019156859;-1.611082;1.616545;VALID;(-0.028104, 0.028199, 0.999207)
1738019156864;-1.798791;1.673047;VALID;(-0.031376, 0.029182, 0.999082)
1738019156869;-1.816689;1.701649;VALID;(-0.031688, 0.029680, 0.999057)
1738019156874;-1.805351;1.677023;VALID;(-0.031491, 0.029251, 0.999076)
1738019156879;-1.848166;1.663414;VALID;(-0.032237, 0.029013, 0.999059)
1738019156884;-1.862972;1.708407;VALID;(-0.032495, 0.029797, 0.999028)
1738019156889;-1.850893;1.733419;VALID;(-0.032284, 0.030233, 0.999021)
1738019156894;-1.721434;1.701995;VALID;(-0.030027, 0.029688, 0.999108)
