CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738297172412;0.204305;-0.066802;VALID;(0.003566, -0.001166, 0.999993)
1738297172417;-0.026828;-0.045200;VALID;(-0.000468, -0.000789, 1.000000)
1738297172422;0.200177;-0.043572;VALID;(0.003494, -0.000760, 0.999994)
1738297172427;-0.033735;-0.013409;VALID;(-0.000589, -0.000234, 1.000000)
1738297172432;0.194494;-0.048381;VALID;(0.003395, -0.000844, 0.999994)
1738297172437;-0.035542;-0.017633;VALID;(-0.000620, -0.000308, 1.000000)
1738297172442;0.189327;0.018994;VALID;(0.003304, 0.000332, 0.999995)
1738297172447;-0.051364;0.044792;VALID;(-0.000896, 0.000782, 0.999999)
1738297172452;0.181456;-0.007994;VALID;(0.003167, -0.000140, 0.999995)
1738297172457;-0.053750;0.042378;VALID;(-0.000938, 0.000740, 0.999999)
1738297172462;0.220718;0.070182;VALID;(0.003852, 0.001225, 0.999992)
1738297172467;0.264619;0.046815;VALID;(0.004618, 0.000817, 0.999989)
1738297172472;0.277320;0.035756;VALID;(0.004840, 0.000624, 0.999988)
1738297172477;-0.010717;0.020034;VALID;(-0.000187, 0.000350, 1.000000)
1738297172482;0.253013;-0.079410;VALID;(0.004416, -0.001386, 0.999989)
1738297172487;0.258411;-0.067671;VALID;(0.004510, -0.001181, 0.999989)
1738297172492;-0.018182;-0.035509;VALID;(-0.000317, -0.000620, 1.000000)
1738297172497;0.185653;-0.070681;VALID;(0.003240, -0.001234, 0.999994)
1738297172502;-0.041772;-0.047831;VALID;(-0.000729, -0.000835, 0.999999)
1738297172507;0.151489;-0.075063;VALID;(0.002644, -0.001310, 0.999996)
1738297172512;-0.085818;-0.051376;VALID;(-0.001498, -0.000897, 0.999999)
1738297172517;0.133246;-0.049087;VALID;(0.002326, -0.000857, 0.999997)
1738297172522;0.150744;-0.042104;VALID;(0.002631, -0.000735, 0.999996)
1738297172527;0.151931;-0.040425;VALID;(0.002652, -0.000706, 0.999996)
1738297172532;-0.111689;-0.022343;VALID;(-0.001949, -0.000390, 0.999998)
1738297172537;0.125940;-0.038166;VALID;(0.002198, -0.000666, 0.999997)
1738297172542;0.134851;-0.040552;VALID;(0.002354, -0.000708, 0.999997)
1738297172547;-0.131000;-0.040617;VALID;(-0.002286, -0.000709, 0.999997)
1738297172552;0.093790;-0.042571;VALID;(0.001637, -0.000743, 0.999998)
1738297172557;0.102889;-0.043955;VALID;(0.001796, -0.000767, 0.999998)
1738297172562;0.111202;-0.046444;VALID;(0.001941, -0.000811, 0.999998)
1738297172567;0.109011;-0.050701;VALID;(0.001903, -0.000885, 0.999998)
1738297172572;0.104218;-0.044568;VALID;(0.001819, -0.000778, 0.999998)
1738297172577;0.113878;-0.024003;VALID;(0.001988, -0.000419, 0.999998)
1738297172582;-0.155372;-0.010999;VALID;(-0.002712, -0.000192, 0.999996)
1738297172587;0.086100;0.001384;VALID;(0.001503, 0.000024, 0.999999)
1738297172592;-0.151588;0.017538;VALID;(-0.002646, 0.000306, 0.999996)
1738297172597;0.072311;0.007636;VALID;(0.001262, 0.000133, 0.999999)
1738297172602;-0.153716;0.015806;VALID;(-0.002683, 0.000276, 0.999996)
1738297172607;0.078934;0.014068;VALID;(0.001378, 0.000246, 0.999999)
1738297172612;0.095766;-0.000037;VALID;(0.001671, -0.000001, 0.999999)
1738297172617;-0.151210;0.027368;VALID;(-0.002639, 0.000478, 0.999996)
1738297172622;0.080094;0.001184;VALID;(0.001398, 0.000021, 0.999999)
1738297172627;0.102974;0.013762;VALID;(0.001797, 0.000240, 0.999998)
1738297172632;0.094099;0.036720;VALID;(0.001642, 0.000641, 0.999999)
1738297172637;0.111316;0.032061;VALID;(0.001943, 0.000560, 0.999998)
1738297172642;-0.145348;0.050298;VALID;(-0.002537, 0.000878, 0.999996)
1738297172647;0.064577;0.043607;VALID;(0.001127, 0.000761, 0.999999)
1738297172652;-0.163739;0.046094;VALID;(-0.002858, 0.000804, 0.999996)
1738297172657;0.032952;0.061352;VALID;(0.000575, 0.001071, 0.999999)
1738297172662;-0.194300;0.076348;VALID;(-0.003391, 0.001333, 0.999993)
1738297172667;0.021236;0.069316;VALID;(0.000371, 0.001210, 0.999999)
1738297172672;-0.215749;0.063140;VALID;(-0.003766, 0.001102, 0.999992)
1738297172677;0.009660;0.066179;VALID;(0.000169, 0.001155, 0.999999)
1738297172682;0.016954;0.062247;VALID;(0.000296, 0.001086, 0.999999)
