CaptureTime;CalcXEccentricity;CalcYEccentricity;CombinedGazeForward;Valid
1719958151118;2.903800;1.121158;(0.050650, 0.019542, 0.998525);VALID
1719958151123;2.835205;1.086780;(0.049455, 0.018944, 0.998597);VALID
1719958151128;2.877947;1.250877;(0.050197, 0.021803, 0.998501);VALID
1719958151133;2.903624;1.220454;(0.050645, 0.021272, 0.998490);VALID
1719958151138;2.996678;0.853782;(0.052272, 0.014880, 0.998522);VALID
1719958151143;2.506063;1.398896;(0.043712, 0.024390, 0.998746);VALID
1719958151148;2.208779;1.782773;(0.038522, 0.031087, 0.998774);VALID
1719958151153;2.016292;1.832381;(0.035166, 0.031956, 0.998870);VALID
1719958151158;2.908214;0.839294;(0.050731, 0.014629, 0.998605);VALID
1719958151163;2.747528;1.123500;(0.047926, 0.019585, 0.998659);VALID
1719958151168;2.765517;1.095781;(0.048240, 0.019102, 0.998653);VALID
1719958151173;2.367451;1.634663;(0.041291, 0.028502, 0.998741);VALID
1719958151178;3.650657;0.321067;(0.063672, 0.005592, 0.997955);VALID
1719958151183;3.170504;0.632873;(0.055304, 0.011029, 0.998409);VALID
1719958151188;3.370712;0.549018;(0.058793, 0.009565, 0.998224);VALID
1719958151193;3.352836;0.618918;(0.058481, 0.010783, 0.998230);VALID
1719958151198;2.647556;1.446820;(0.046177, 0.025222, 0.998615);VALID
1719958151203;3.055905;0.895303;(0.053304, 0.015603, 0.998456);VALID
1719958151208;2.929516;1.187455;(0.051096, 0.020696, 0.998479);VALID
1719958151213;2.922928;1.380818;(0.050978, 0.024066, 0.998410);VALID
1719958151218;3.620953;0.553723;(0.063153, 0.009645, 0.997957);VALID
1719958151223;2.776908;1.457435;(0.048432, 0.025404, 0.998503);VALID
1719958151228;3.826418;0.411098;(0.066732, 0.007159, 0.997745);VALID
1719958151233;3.236762;1.212113;(0.056450, 0.021120, 0.998182);VALID
1719958151238;2.743883;1.599812;(0.047853, 0.027886, 0.998465);VALID
1719958151243;2.880745;1.415895;(0.050242, 0.024678, 0.998432);VALID
1719958151248;2.872563;1.399895;(0.050100, 0.024400, 0.998446);VALID
1719958151253;4.228313;-0.076431;(0.073731, -0.001330, 0.997277);VALID
1719958151258;3.686860;0.477644;(0.064301, 0.008319, 0.997896);VALID
1719958151263;3.633252;0.475734;(0.063368, 0.008286, 0.997956);VALID
1719958151268;2.581534;1.551994;(0.045025, 0.027057, 0.998619);VALID
1719958151273;4.165169;-0.438639;(0.072630, -0.007635, 0.997330);VALID
1719958151278;2.482497;1.707383;(0.043295, 0.029767, 0.998619);VALID
1719958151283;1.892221;2.273796;(0.032994, 0.039653, 0.998669);VALID
1719958151288;2.432696;1.165967;(0.042437, 0.020330, 0.998892);VALID
1719958151293;2.698095;1.171008;(0.047063, 0.020414, 0.998683);VALID
1719958151298;3.155744;1.085268;(0.055040, 0.018912, 0.998305);VALID
1719958151303;3.348732;0.688714;(0.058409, 0.012000, 0.998221);VALID
1719958151308;3.438334;0.547674;(0.059972, 0.009541, 0.998155);VALID
1719958151313;3.704364;0.310362;(0.064607, 0.005405, 0.997896);VALID
1719958151318;2.602090;1.735711;(0.045379, 0.030258, 0.998512);VALID
1719958151323;3.461358;0.961142;(0.060367, 0.016744, 0.998036);VALID
1719958151328;3.567117;0.628621;(0.062214, 0.010950, 0.998003);VALID
1719958151333;3.970626;0.227735;(0.069245, 0.003965, 0.997592);VALID
1719958151338;3.770769;0.357412;(0.065764, 0.006224, 0.997816);VALID
1719958151343;3.734544;0.453053;(0.065132, 0.007890, 0.997846);VALID
1719958151348;3.731785;0.415713;(0.065084, 0.007240, 0.997854);VALID
1719958151353;3.723707;0.665068;(0.064941, 0.011583, 0.997822);VALID
1719958151358;3.663214;0.626501;(0.063888, 0.010912, 0.997897);VALID
1719958151363;3.643033;0.591282;(0.063537, 0.010299, 0.997926);VALID
1719958151368;2.579868;1.663476;(0.044993, 0.029000, 0.998566);VALID
1719958151373;2.674248;1.546918;(0.046641, 0.026966, 0.998548);VALID
1719958151378;2.846042;1.251591;(0.049641, 0.021816, 0.998529);VALID
1719958151383;2.895767;1.147030;(0.050509, 0.019993, 0.998524);VALID
1719958151388;2.506738;0.906463;(0.043731, 0.015805, 0.998918);VALID
1719958151393;2.808420;0.612229;(0.048994, 0.010672, 0.998742);VALID
1719958151398;4.364791;-0.977237;(0.076095, -0.017006, 0.996956);VALID
1719958151403;3.258765;0.407529;(0.056844, 0.007101, 0.998358);VALID
1719958151408;2.807440;0.883705;(0.048974, 0.015404, 0.998681);VALID
1719958151413;4.069677;-0.245551;(0.070969, -0.004275, 0.997469);VALID
1719958151418;3.790377;0.116278;(0.066106, 0.002025, 0.997811);VALID
1719958151423;2.723196;1.228422;(0.047500, 0.021414, 0.998642);VALID
1719958151428;2.841054;1.130363;(0.049556, 0.019703, 0.998577);VALID
1719958151433;2.548557;1.549977;(0.044450, 0.027022, 0.998646);VALID
1719958151438;2.448447;1.651398;(0.042703, 0.028792, 0.998673);VALID
1719958151443;3.894942;0.050988;(0.067927, 0.000888, 0.997690);VALID
1719958151448;3.762219;0.165506;(0.065616, 0.002882, 0.997841);VALID
1719958151453;2.861949;1.167112;(0.049919, 0.020343, 0.998546);VALID
1719958151458;2.737894;1.342076;(0.047754, 0.023395, 0.998585);VALID
1719958151463;3.614767;0.374947;(0.063046, 0.006531, 0.997989);VALID
1719958151468;2.870224;1.186769;(0.050063, 0.020686, 0.998532);VALID
1719958151473;2.799914;1.250097;(0.048837, 0.021791, 0.998569);VALID
1719958151478;2.702425;1.605704;(0.047130, 0.027990, 0.998497);VALID
1719958151483;2.506171;1.771605;(0.043706, 0.030886, 0.998567);VALID
1719958151488;2.655431;1.677257;(0.046310, 0.029238, 0.998499);VALID
1719958151493;3.613326;0.584909;(0.063019, 0.010188, 0.997960);VALID
1719958151498;3.174219;1.152783;(0.055361, 0.020088, 0.998264);VALID
1719958151503;3.194861;1.103911;(0.055722, 0.019236, 0.998261);VALID
1719958151508;2.923364;1.351442;(0.050986, 0.023554, 0.998422);VALID
1719958151513;4.246271;0.132844;(0.074043, 0.002312, 0.997252);VALID
1719958151518;4.259756;0.061942;(0.074278, 0.001078, 0.997237);VALID
1719958151523;3.237809;1.066842;(0.056471, 0.018589, 0.998231);VALID
1719958151528;3.141211;1.100145;(0.054787, 0.019171, 0.998314);VALID
1719958151533;2.990178;1.276890;(0.052152, 0.022254, 0.998391);VALID
1719958151538;3.100050;0.985341;(0.054072, 0.017171, 0.998389);VALID
1719958151543;2.980453;1.083277;(0.051986, 0.018880, 0.998469);VALID
1719958151548;1.593760;2.851553;(0.027778, 0.049729, 0.998376);VALID
1719958151553;3.190695;1.017922;(0.055651, 0.017738, 0.998293);VALID
1719958151558;1.792966;2.667764;(0.031254, 0.046522, 0.998428);VALID
1719958151563;2.638617;1.567584;(0.046019, 0.027327, 0.998567);VALID
1719958151568;2.792698;1.371668;(0.048709, 0.023909, 0.998527);VALID
1719958151573;2.828977;1.387862;(0.049340, 0.024191, 0.998489);VALID
1719958151578;3.068757;1.297136;(0.053521, 0.022605, 0.998311);VALID
1719958151583;1.735426;2.797921;(0.030248, 0.048791, 0.998351);VALID
1719958151588;1.975130;2.161273;(0.034441, 0.037690, 0.998696);VALID
1719958151593;2.576399;1.943941;(0.044926, 0.033887, 0.998415);VALID
1719958151598;2.446891;2.001080;(0.042667, 0.034887, 0.998480);VALID
1719958151603;2.394013;2.070249;(0.041744, 0.036093, 0.998476);VALID
1719958151608;3.248209;1.111797;(0.056651, 0.019372, 0.998206);VALID
1719958151613;2.828149;1.551562;(0.049322, 0.027044, 0.998417);VALID
1719958151618;2.961222;1.349063;(0.051646, 0.023512, 0.998389);VALID
1719958151623;2.815709;1.584852;(0.049105, 0.027624, 0.998412);VALID
1719958151628;2.794595;1.657716;(0.048735, 0.028894, 0.998394);VALID
1719958151633;2.582595;1.627411;(0.045041, 0.028371, 0.998582);VALID
1719958151638;2.539781;1.690463;(0.044294, 0.029471, 0.998584);VALID
1719958151643;2.958165;1.150101;(0.051596, 0.020045, 0.998467);VALID
1719958151648;3.087390;0.805260;(0.053854, 0.014034, 0.998450);VALID
1719958151653;2.749048;0.986642;(0.047954, 0.017199, 0.998702);VALID
1719958151658;3.016442;0.839975;(0.052617, 0.014639, 0.998507);VALID
1719958151663;3.105061;0.968136;(0.054159, 0.016872, 0.998390);VALID
1719958151668;3.105603;0.541333;(0.054174, 0.009434, 0.998487);VALID
1719958151673;2.932408;1.169826;(0.051147, 0.020389, 0.998483);VALID
1719958151678;3.165983;1.010754;(0.055220, 0.017613, 0.998319);VALID
1719958151683;3.106990;1.006184;(0.054192, 0.017535, 0.998377);VALID
1719958151688;3.242166;0.941073;(0.056549, 0.016398, 0.998265);VALID
1719958151693;2.998474;0.775018;(0.052305, 0.013508, 0.998540);VALID
1719958151698;2.548783;0.908535;(0.044464, 0.015841, 0.998885);VALID
1719958151703;2.992577;0.862998;(0.052201, 0.015041, 0.998523);VALID
1719958151708;3.504587;-0.204926;(0.061128, -0.003570, 0.998124);VALID
1719958151713;3.199523;0.370726;(0.055812, 0.006460, 0.998420);VALID
1719958151718;3.147746;0.281605;(0.054910, 0.004908, 0.998479);VALID
1719958151723;3.125379;0.626171;(0.054518, 0.010912, 0.998453);VALID
1719958151728;2.715393;0.818514;(0.047370, 0.014269, 0.998776);VALID
1719958151733;2.627207;0.915629;(0.045832, 0.015963, 0.998822);VALID
1719958151738;3.110718;0.324554;(0.054265, 0.005656, 0.998511);VALID
1719958151743;2.917987;0.605649;(0.050904, 0.010557, 0.998648);VALID
1719958151748;2.523503;0.925525;(0.044023, 0.016137, 0.998900);VALID
1719958151753;2.554651;0.758233;(0.044568, 0.013220, 0.998919);VALID
1719958151758;3.483616;-0.183926;(0.060763, -0.003204, 0.998147);VALID
1719958151763;2.796632;0.855344;(0.048786, 0.014910, 0.998698);VALID
1719958151768;2.623924;1.029574;(0.045773, 0.017950, 0.998791);VALID
1719958151773;2.724216;0.985907;(0.047522, 0.017187, 0.998722);VALID
1719958151778;3.944527;-0.364427;(0.068789, -0.006345, 0.997611);VALID
1719958151783;2.918789;0.888932;(0.050914, 0.015494, 0.998583);VALID
1719958151788;2.804240;0.564019;(0.048921, 0.009832, 0.998754);VALID
1719958151793;3.859163;-0.187838;(0.067304, -0.003271, 0.997727);VALID
1719958151798;3.898487;-0.330490;(0.067988, -0.005755, 0.997670);VALID
1719958151803;3.918663;-0.240398;(0.068340, -0.004186, 0.997653);VALID
1719958151808;2.661186;0.955116;(0.046423, 0.016651, 0.998783);VALID
1719958151813;2.250223;1.235412;(0.039255, 0.021544, 0.998997);VALID
1719958151818;2.518831;1.021445;(0.043941, 0.017809, 0.998875);VALID
1719958151823;2.397078;1.186932;(0.041816, 0.020696, 0.998911);VALID
1719958151828;2.778846;0.739798;(0.048477, 0.012896, 0.998741);VALID
1719958151833;2.309998;1.011091;(0.040300, 0.017632, 0.999032);VALID
1719958151838;3.997839;-0.555538;(0.069716, -0.009672, 0.997520);VALID
1719958151843;2.745622;1.062049;(0.047894, 0.018514, 0.998681);VALID
1719958151848;3.022074;0.648532;(0.052717, 0.011303, 0.998546);VALID
1719958151853;2.733409;1.120702;(0.047680, 0.019536, 0.998672);VALID
1719958151858;2.701144;1.060434;(0.047118, 0.018486, 0.998718);VALID
1719958151863;2.419137;0.870189;(0.042205, 0.015174, 0.998994);VALID
1719958151868;2.502242;0.745006;(0.043655, 0.012990, 0.998962);VALID
1719958151873;2.482661;0.963403;(0.043311, 0.016798, 0.998920);VALID
1719958151878;2.862142;0.889095;(0.049927, 0.015498, 0.998633);VALID
1719958151883;2.604940;0.799684;(0.045445, 0.013942, 0.998870);VALID
1719958151888;2.601332;0.804671;(0.045382, 0.014029, 0.998871);VALID
1719958151893;2.486897;0.915080;(0.043385, 0.015955, 0.998931);VALID
1719958151898;2.478480;0.771352;(0.043240, 0.013450, 0.998974);VALID
1719958151903;3.285426;-0.132473;(0.057310, -0.002308, 0.998354);VALID
1719958151908;2.521501;0.938579;(0.043988, 0.016365, 0.998898);VALID
1719958151913;2.486575;1.035077;(0.043378, 0.018048, 0.998896);VALID
1719958151918;2.548078;0.731930;(0.044454, 0.012762, 0.998930);VALID
1719958151923;2.874312;0.545289;(0.050143, 0.009505, 0.998697);VALID
1719958151928;2.519611;1.096973;(0.043953, 0.019126, 0.998851);VALID
1719958151933;2.431068;1.287964;(0.042407, 0.022457, 0.998848);VALID
1719958151938;2.109283;1.484050;(0.036793, 0.025881, 0.998988);VALID
1719958151943;1.669475;1.764876;(0.029120, 0.030785, 0.999102);VALID
1719958151948;2.433078;1.059483;(0.042445, 0.018474, 0.998928);VALID
1719958151953;2.356255;1.124265;(0.041105, 0.019604, 0.998963);VALID
1719958151958;1.700207;2.118418;(0.029650, 0.036949, 0.998877);VALID
1719958151963;2.425453;1.308946;(0.042308, 0.022823, 0.998844);VALID
1719958151968;2.049235;1.768480;(0.035741, 0.030841, 0.998885);VALID
1719958151973;2.336594;1.467140;(0.040757, 0.025582, 0.998842);VALID
1719958151978;2.851521;0.365559;(0.049747, 0.006372, 0.998742);VALID
1719958151983;1.936336;1.598551;(0.033776, 0.027880, 0.999041);VALID
1719958151988;1.732577;1.679148;(0.030222, 0.029289, 0.999114);VALID
1719958151993;1.988470;1.584323;(0.034685, 0.027631, 0.999016);VALID
1719958151998;2.644126;0.923210;(0.046126, 0.016095, 0.998806);VALID
1719958152003;2.099209;1.578588;(0.036616, 0.027530, 0.998950);VALID
1719958152008;2.347130;1.310983;(0.040943, 0.022860, 0.998900);VALID
1719958152013;1.657488;2.007181;(0.028907, 0.035010, 0.998969);VALID
1719958152018;2.707246;0.946970;(0.047226, 0.016509, 0.998748);VALID
1719958152023;2.202022;1.347784;(0.038412, 0.023504, 0.998986);VALID
1719958152028;2.640146;1.169583;(0.046053, 0.020390, 0.998731);VALID
1719958152033;2.378395;1.553229;(0.041484, 0.027082, 0.998772);VALID
1719958152038;2.386393;1.442485;(0.041625, 0.025152, 0.998817);VALID
1719958152043;2.449903;1.719770;(0.042727, 0.029984, 0.998637);VALID
1719958152048;2.705792;1.489402;(0.047192, 0.025963, 0.998548);VALID
1719958152053;2.764082;1.610867;(0.048205, 0.028079, 0.998443);VALID
1719958152058;2.884490;1.256646;(0.050311, 0.021903, 0.998493);VALID
1719958152063;2.251810;2.076967;(0.039266, 0.036214, 0.998572);VALID
1719958152068;3.030379;1.206668;(0.052854, 0.021029, 0.998381);VALID
1719958152073;3.892938;0.327091;(0.067891, 0.005696, 0.997677);VALID
1719958152078;3.918932;0.319890;(0.068344, 0.005570, 0.997646);VALID
1719958152083;3.935814;0.283576;(0.068638, 0.004938, 0.997629);VALID
1719958152088;3.892397;0.287143;(0.067882, 0.005000, 0.997681);VALID
1719958152093;3.867938;0.228465;(0.067456, 0.003978, 0.997714);VALID
1719958152098;3.869463;0.190755;(0.067483, 0.003322, 0.997715);VALID
1719958152103;3.853537;0.209875;(0.067206, 0.003655, 0.997733);VALID
1719958152108;3.862675;0.238458;(0.067365, 0.004152, 0.997720);VALID
1719958152113;3.904688;0.254349;(0.068096, 0.004429, 0.997669);VALID
1719958152118;3.936699;0.295403;(0.068653, 0.005144, 0.997627);VALID
1719958152123;3.910654;0.293206;(0.068200, 0.005105, 0.997659);VALID
1719958152128;3.915867;0.302242;(0.068291, 0.005263, 0.997652);VALID
1719958152133;3.845271;0.276864;(0.067061, 0.004821, 0.997737);VALID
1719958152138;3.845353;0.265156;(0.067063, 0.004617, 0.997738);VALID
1719958152143;3.851515;0.310641;(0.067170, 0.005409, 0.997727);VALID
1719958152148;3.847300;0.295494;(0.067097, 0.005146, 0.997733);VALID
1719958152153;3.843476;0.294410;(0.067030, 0.005127, 0.997738);VALID
1719958152158;3.829340;0.262694;(0.066784, 0.004575, 0.997757);VALID
1719958152163;3.813927;0.220171;(0.066516, 0.003834, 0.997778);VALID
1719958152168;3.839122;0.092847;(0.066955, 0.001617, 0.997755);VALID
1719958152173;3.790569;0.187809;(0.066109, 0.003271, 0.997807);VALID
1719958152178;3.779198;0.188800;(0.065911, 0.003288, 0.997820);VALID
1719958152183;3.790241;0.169790;(0.066104, 0.002957, 0.997808);VALID
1719958152188;3.764024;0.165411;(0.065647, 0.002881, 0.997839);VALID
1719958152193;3.730734;0.181091;(0.065067, 0.003154, 0.997876);VALID
1719958152198;3.739906;0.110949;(0.065227, 0.001932, 0.997869);VALID
1719958152203;3.694039;0.220491;(0.064428, 0.003840, 0.997915);VALID
1719958152208;3.629368;0.191274;(0.063302, 0.003332, 0.997989);VALID
1719958152213;3.701940;0.072886;(0.064566, 0.001269, 0.997913);VALID
1719958152218;3.740457;-0.003270;(0.065237, -0.000057, 0.997870);VALID
1719958152223;3.795848;-0.098390;(0.066201, -0.001713, 0.997805);VALID
1719958152228;3.781205;-0.152695;(0.065946, -0.002659, 0.997820);VALID
1719958152233;3.796728;-0.102438;(0.066217, -0.001784, 0.997804);VALID
1719958152238;3.808399;-0.120837;(0.066420, -0.002104, 0.997790);VALID
1719958152243;3.812890;-0.109236;(0.066498, -0.001902, 0.997785);VALID
1719958152248;3.820905;-0.127495;(0.066638, -0.002220, 0.997775);VALID
1719958152253;3.833952;-0.137116;(0.066865, -0.002388, 0.997759);VALID
1719958152258;3.834235;-0.144482;(0.066870, -0.002516, 0.997759);VALID
1719958152263;3.828225;-0.175313;(0.066765, -0.003053, 0.997764);VALID
1719958152268;3.823363;-0.154443;(0.066681, -0.002690, 0.997771);VALID
1719958152273;3.831831;-0.131759;(0.066828, -0.002294, 0.997762);VALID
1719958152278;3.839222;-0.120050;(0.066957, -0.002091, 0.997754);VALID
1719958152283;3.815164;-0.120344;(0.066538, -0.002096, 0.997782);VALID
1719958152288;3.650741;0.194375;(0.063674, 0.003386, 0.997965);VALID
1719958152293;3.687140;0.029240;(0.064308, 0.000509, 0.997930);VALID
1719958152298;3.618701;0.191530;(0.063116, 0.003336, 0.998001);VALID
1719958152303;3.738597;0.003183;(0.065205, 0.000055, 0.997872);VALID
1719958152308;3.779279;-0.052764;(0.065913, -0.000919, 0.997825);VALID
1719958152313;3.774111;-0.142972;(0.065823, -0.002490, 0.997828);VALID
1719958152318;3.860031;-0.088574;(0.067319, -0.001542, 0.997730);VALID
1719958152323;3.825044;-0.157018;(0.066710, -0.002734, 0.997769);VALID
1719958152328;3.707207;0.172916;(0.064658, 0.003012, 0.997903);VALID
1719958152333;3.400247;0.138405;(0.059311, 0.002411, 0.998237);VALID
1719958152338;3.330303;0.336384;(0.058091, 0.005861, 0.998294);VALID
1719958152343;3.503974;-0.000494;(0.061118, -0.000009, 0.998131);VALID
1719958152348;3.244640;-0.447996;(0.056598, -0.007806, 0.998367);VALID
1719958152353;3.551499;-0.773387;(0.061940, -0.013472, 0.997989);VALID
1719958152358;3.656157;0.200658;(0.063768, 0.003495, 0.997959);VALID
1719958152363;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152368;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152373;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152378;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152383;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152388;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152393;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152398;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152403;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152408;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152413;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152418;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152423;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152428;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152433;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152438;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152443;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152448;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152453;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152458;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152463;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152468;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152473;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1719958152478;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
