CaptureTime;CalcXEccentricity;CalcYEccentricity;CombinedGazeForward;Valid
1720558847568;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558847668;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558847768;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558847868;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558847968;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848068;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848168;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848268;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848368;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848468;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848568;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848668;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848768;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848868;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558848968;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849068;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849168;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849268;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849368;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849468;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849569;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849669;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849769;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849869;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558849969;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850069;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850169;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850269;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850369;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850469;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850569;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850669;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850769;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850869;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558850969;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851069;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851169;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851269;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851369;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851469;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851569;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851669;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851769;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851869;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558851969;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
1720558852069;NaN;NaN;(0.000000, 0.000000, 0.000000);INVALID
