CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738268425986;-0.368313;2.709749;VALID;(-0.006421, 0.047275, 0.998861)
1738268425991;-0.360744;2.711744;VALID;(-0.006289, 0.047310, 0.998860)
1738268425996;-0.358407;2.705121;VALID;(-0.006248, 0.047195, 0.998866)
1738268426001;-0.375131;2.665812;VALID;(-0.006540, 0.046509, 0.998896)
1738268426006;-0.378240;2.674455;VALID;(-0.006594, 0.046660, 0.998889)
1738268426011;-0.349730;2.683482;VALID;(-0.006097, 0.046818, 0.998885)
1738268426016;-0.349984;2.684783;VALID;(-0.006102, 0.046840, 0.998884)
1738268426021;-0.359093;2.690049;VALID;(-0.006260, 0.046932, 0.998879)
1738268426026;-0.361436;2.689006;VALID;(-0.006301, 0.046914, 0.998879)
1738268426031;-0.373319;2.665107;VALID;(-0.006509, 0.046497, 0.998897)
1738268426036;-0.383013;2.659849;VALID;(-0.006678, 0.046405, 0.998900)
1738268426041;-0.382022;2.654313;VALID;(-0.006660, 0.046309, 0.998905)
1738268426046;-0.357032;2.672898;VALID;(-0.006225, 0.046633, 0.998893)
1738268426051;-0.345551;2.676970;VALID;(-0.006024, 0.046704, 0.998891)
1738268426056;-0.347794;2.672683;VALID;(-0.006064, 0.046629, 0.998894)
1738268426061;-0.324505;2.677258;VALID;(-0.005657, 0.046709, 0.998893)
1738268426066;-0.337218;2.643088;VALID;(-0.005879, 0.046113, 0.998919)
1738268426071;-0.333436;2.649484;VALID;(-0.005813, 0.046225, 0.998914)
1738268426076;-0.318260;2.684228;VALID;(-0.005549, 0.046831, 0.998887)
1738268426081;-0.312251;2.688939;VALID;(-0.005444, 0.046913, 0.998884)
1738268426086;-0.304243;2.675896;VALID;(-0.005304, 0.046686, 0.998896)
1738268426091;-0.333431;2.688979;VALID;(-0.005813, 0.046914, 0.998882)
1738268426096;-0.332388;2.706236;VALID;(-0.005795, 0.047214, 0.998868)
1738268426101;-0.319070;2.698640;VALID;(-0.005563, 0.047082, 0.998876)
1738268426106;-0.310321;2.691883;VALID;(-0.005410, 0.046964, 0.998882)
1738268426111;-0.244292;2.681499;VALID;(-0.004259, 0.046783, 0.998896)
1738268426116;-0.233157;2.689409;VALID;(-0.004065, 0.046921, 0.998890)
1738268426121;-0.268906;2.695915;VALID;(-0.004688, 0.047035, 0.998882)
1738268426126;-0.279775;2.738251;VALID;(-0.004877, 0.047773, 0.998846)
1738268426131;-0.271155;2.748674;VALID;(-0.004727, 0.047954, 0.998838)
1738268426136;-0.271835;2.765957;VALID;(-0.004739, 0.048256, 0.998824)
1738268426141;-0.260660;2.786908;VALID;(-0.004544, 0.048621, 0.998807)
1738268426146;-0.225264;2.779369;VALID;(-0.003927, 0.048490, 0.998816)
1738268426151;-0.211311;2.774480;VALID;(-0.003684, 0.048405, 0.998821)
1738268426156;-0.216710;2.769423;VALID;(-0.003778, 0.048316, 0.998825)
1738268426161;0.055767;3.425731;VALID;(0.000972, 0.059755, 0.998213)
1738268426166;-0.077298;2.960521;VALID;(-0.001347, 0.051648, 0.998664)
1738268426171;-0.127277;2.899894;VALID;(-0.002219, 0.050591, 0.998717)
1738268426176;-0.326555;2.647075;VALID;(-0.005693, 0.046183, 0.998917)
1738268426181;-0.221957;2.532872;VALID;(-0.003870, 0.044192, 0.999016)
1738268426186;-0.546498;2.978113;VALID;(-0.009525, 0.051952, 0.998604)
1738268426191;-0.132069;3.758634;VALID;(-0.002300, 0.065553, 0.997846)
1738268426196;-0.068207;3.917392;VALID;(-0.001188, 0.068318, 0.997663)
1738268426201;-0.055052;4.135016;VALID;(-0.000958, 0.072107, 0.997397)
1738268426206;-0.275697;4.479397;VALID;(-0.004797, 0.078100, 0.996934)
1738268426211;-0.030523;4.957245;VALID;(-0.000531, 0.086412, 0.996259)
1738268426216;-0.084974;5.048188;VALID;(-0.001477, 0.087993, 0.996120)
1738268426221;-0.078179;5.122114;VALID;(-0.001359, 0.089279, 0.996006)
1738268426226;-0.076004;5.190590;VALID;(-0.001321, 0.090469, 0.995898)
1738268426231;-0.125048;5.208109;VALID;(-0.002173, 0.090773, 0.995869)
1738268426236;-0.216829;4.786697;VALID;(-0.003771, 0.083446, 0.996505)
1738268426241;-0.290485;4.794433;VALID;(-0.005052, 0.083580, 0.996488)
1738268426246;-0.189686;5.073529;VALID;(-0.003298, 0.088434, 0.996077)
1738268426251;-0.015918;4.984863;VALID;(-0.000277, 0.086893, 0.996218)
1738268426256;-0.028781;5.064735;VALID;(-0.000500, 0.088281, 0.996096)
1738268426261;0.030896;5.030668;VALID;(0.000537, 0.087689, 0.996148)
1738268426266;0.049192;5.052972;VALID;(0.000855, 0.088077, 0.996113)
1738268426271;0.062969;5.043150;VALID;(0.001095, 0.087906, 0.996128)
1738268426276;0.225622;5.607154;VALID;(0.003919, 0.097706, 0.995208)
1738268426281;0.130177;5.211389;VALID;(0.002263, 0.090830, 0.995864)
1738268426286;0.119006;5.133519;VALID;(0.002069, 0.089477, 0.995987)
1738268426291;0.144714;5.630731;VALID;(0.002514, 0.098116, 0.995172)
1738268426296;0.361893;5.584372;VALID;(0.006286, 0.097310, 0.995234)
1738268426301;0.237719;5.140335;VALID;(0.004132, 0.089595, 0.995970)
1738268426306;0.322378;5.524679;VALID;(0.005600, 0.096273, 0.995339)
1738268426311;0.331068;5.508846;VALID;(0.005752, 0.095998, 0.995365)
1738268426316;0.316762;5.496993;VALID;(0.005503, 0.095792, 0.995386)
1738268426321;0.182233;5.176938;VALID;(0.003168, 0.090231, 0.995916)
1738268426326;0.152827;5.106747;VALID;(0.002657, 0.089011, 0.996027)
1738268426331;0.227977;5.443775;VALID;(0.003961, 0.094868, 0.995482)
1738268426336;0.211786;5.184158;VALID;(0.003681, 0.090357, 0.995903)
1738268426341;0.228260;5.484595;VALID;(0.003966, 0.095577, 0.995414)
1738268426346;0.176617;5.231169;VALID;(0.003070, 0.091174, 0.995830)
1738268426351;0.111557;5.188954;VALID;(0.001939, 0.090440, 0.995900)
1738268426356;1.107764;5.149833;VALID;(0.019255, 0.089744, 0.995779)
1738268426361;0.586168;5.487999;VALID;(0.010183, 0.095632, 0.995365)
1738268426366;0.481143;5.569794;VALID;(0.008358, 0.097055, 0.995244)
1738268426371;0.423756;5.566177;VALID;(0.007361, 0.096993, 0.995258)
1738268426376;0.403688;5.574671;VALID;(0.007012, 0.097141, 0.995246)
1738268426381;0.244050;5.453229;VALID;(0.004240, 0.095032, 0.995465)
1738268426386;0.211430;5.451157;VALID;(0.003673, 0.094997, 0.995471)
1738268426391;0.208876;5.444100;VALID;(0.003629, 0.094874, 0.995483)
1738268426396;0.223537;5.431133;VALID;(0.003884, 0.094649, 0.995503)
1738268426401;0.241017;5.120431;VALID;(0.004190, 0.089249, 0.996001)
1738268426406;0.378917;5.525632;VALID;(0.006583, 0.096289, 0.995332)
1738268426411;0.249999;5.119118;VALID;(0.004346, 0.089226, 0.996002)
1738268426416;0.190795;5.476403;VALID;(0.003315, 0.095435, 0.995430)
1738268426421;0.260434;5.430147;VALID;(0.004525, 0.094631, 0.995502)
1738268426426;0.307563;5.373360;VALID;(0.005344, 0.093644, 0.995591)
1738268426431;0.327998;5.546871;VALID;(0.005698, 0.096658, 0.995301)
1738268426436;0.392358;5.510987;VALID;(0.006816, 0.096034, 0.995355)
1738268426441;1.206356;5.112000;VALID;(0.020970, 0.089083, 0.995803)
1738268426446;0.601970;5.427645;VALID;(0.010459, 0.094583, 0.995462)
1738268426451;0.518628;5.430881;VALID;(0.009011, 0.094641, 0.995471)
1738268426456;0.526514;5.455496;VALID;(0.009148, 0.095069, 0.995429)
1738268426461;0.500690;5.451359;VALID;(0.008699, 0.094997, 0.995440)
