CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738297763651;2.044592;1.413100;VALID;(0.035666, 0.024645, 0.999060)
1738297763656;2.049749;1.411623;VALID;(0.035756, 0.024619, 0.999057)
1738297763661;2.084494;1.488138;VALID;(0.036361, 0.025953, 0.999002)
1738297763666;2.122717;1.569463;VALID;(0.037026, 0.027370, 0.998939)
1738297763671;2.149928;1.625968;VALID;(0.037499, 0.028355, 0.998894)
1738297763676;2.223200;1.730718;VALID;(0.038775, 0.030179, 0.998792)
1738297763681;2.230890;1.783880;VALID;(0.038908, 0.031106, 0.998759)
1738297763686;2.256229;1.870589;VALID;(0.039348, 0.032617, 0.998693)
1738297763691;2.287244;1.907872;VALID;(0.039887, 0.033266, 0.998650)
1738297763696;2.311247;1.951288;VALID;(0.040305, 0.034022, 0.998608)
1738297763701;2.284585;1.946827;VALID;(0.039840, 0.033945, 0.998629)
1738297763706;2.286061;1.973361;VALID;(0.039865, 0.034407, 0.998613)
1738297763711;2.288009;2.040148;VALID;(0.039897, 0.035571, 0.998570)
1738297763716;2.287356;2.042425;VALID;(0.039886, 0.035611, 0.998569)
1738297763721;2.304085;2.048794;VALID;(0.040177, 0.035722, 0.998554)
1738297763726;2.326066;2.099846;VALID;(0.040559, 0.036611, 0.998506)
1738297763731;2.329169;2.117466;VALID;(0.040613, 0.036918, 0.998493)
1738297763736;2.344107;2.100233;VALID;(0.040874, 0.036617, 0.998493)
1738297763741;2.368706;2.130391;VALID;(0.041301, 0.037142, 0.998456)
1738297763746;2.370134;2.141665;VALID;(0.041326, 0.037338, 0.998448)
1738297763751;2.349430;2.122778;VALID;(0.040966, 0.037010, 0.998475)
1738297763756;2.356605;2.154046;VALID;(0.041090, 0.037555, 0.998449)
1738297763761;2.357138;2.167274;VALID;(0.041099, 0.037785, 0.998440)
1738297763766;2.377160;2.220872;VALID;(0.041446, 0.038719, 0.998390)
1738297763771;2.440907;2.291997;VALID;(0.042555, 0.039956, 0.998295)
1738297763776;2.376780;2.375553;VALID;(0.041435, 0.041414, 0.998283)
1738297763781;2.373073;2.269394;VALID;(0.041374, 0.039564, 0.998360)
1738297763786;2.031997;2.197562;VALID;(0.035432, 0.038321, 0.998637)
1738297763791;2.069962;2.267433;VALID;(0.036092, 0.039538, 0.998566)
1738297763796;2.091646;2.238584;VALID;(0.036470, 0.039035, 0.998572)
1738297763801;0.153801;4.519396;VALID;(0.002676, 0.078796, 0.996887)
1738297763806;1.210866;1.357396;VALID;(0.021126, 0.023684, 0.999496)
1738297763811;0.511201;0.695283;VALID;(0.008921, 0.012134, 0.999887)
1738297763816;NaN;NaN;INVALID;
1738297763821;NaN;NaN;INVALID;
1738297763826;NaN;NaN;INVALID;
1738297763831;NaN;NaN;INVALID;
1738297763836;NaN;NaN;INVALID;
1738297763841;NaN;NaN;INVALID;
1738297763846;NaN;NaN;INVALID;
1738297763851;NaN;NaN;INVALID;
1738297763856;NaN;NaN;INVALID;
1738297763861;NaN;NaN;INVALID;
1738297763866;NaN;NaN;INVALID;
1738297763871;NaN;NaN;INVALID;
1738297763876;NaN;NaN;INVALID;
1738297763881;NaN;NaN;INVALID;
1738297763886;3.360941;-3.922415;VALID;(0.058489, -0.068288, 0.995950)
1738297763891;3.035811;-3.466039;VALID;(0.052864, -0.060372, 0.996775)
1738297763896;2.463582;-4.565565;VALID;(0.042848, -0.079527, 0.995911)
1738297763901;2.133961;-4.578837;VALID;(0.037117, -0.079776, 0.996122)
1738297763906;2.451182;2.224625;VALID;(0.042736, 0.038782, 0.998333)
1738297763911;3.639924;-0.076546;VALID;(0.063486, -0.001333, 0.997982)
1738297763916;2.079980;1.382332;VALID;(0.036284, 0.024108, 0.999051)
1738297763921;2.918739;0.214085;VALID;(0.050919, 0.003732, 0.998696)
1738297763926;2.216389;-4.329486;VALID;(0.038563, -0.075436, 0.996405)
1738297763931;2.627706;1.358479;VALID;(0.045833, 0.023683, 0.998668)
1738297763936;2.629176;0.890506;VALID;(0.045866, 0.015525, 0.998827)
1738297763941;2.788422;1.336422;VALID;(0.048635, 0.023295, 0.998545)
1738297763946;2.638053;1.793891;VALID;(0.046004, 0.031271, 0.998452)
1738297763951;2.735256;2.202963;VALID;(0.047686, 0.038396, 0.998124)
1738297763956;2.677841;2.298321;VALID;(0.046683, 0.040059, 0.998106)
1738297763961;2.625900;2.534844;VALID;(0.045770, 0.044181, 0.997975)
1738297763966;2.752055;2.728198;VALID;(0.047960, 0.047543, 0.997717)
1738297763971;1.016958;4.692644;VALID;(0.017689, 0.081798, 0.996492)
1738297763976;0.972683;4.674139;VALID;(0.016919, 0.081477, 0.996532)
1738297763981;1.164393;4.388067;VALID;(0.020262, 0.076496, 0.996864)
1738297763986;1.149354;4.357457;VALID;(0.020001, 0.075963, 0.996910)
1738297763991;1.197676;4.473495;VALID;(0.020838, 0.077981, 0.996737)
1738297763996;1.219382;4.527833;VALID;(0.021214, 0.078926, 0.996655)
1738297764001;1.244518;4.546753;VALID;(0.021651, 0.079254, 0.996619)
1738297764006;1.211799;4.702067;VALID;(0.021077, 0.081956, 0.996413)
1738297764011;2.876641;4.106383;VALID;(0.050057, 0.071519, 0.996182)
1738297764016;2.880977;4.165614;VALID;(0.050129, 0.072548, 0.996104)
1738297764021;2.846806;4.107104;VALID;(0.049538, 0.071533, 0.996207)
1738297764026;2.988492;3.977888;VALID;(0.052010, 0.069278, 0.996241)
1738297764031;2.954029;3.932580;VALID;(0.051414, 0.068492, 0.996326)
1738297764036;2.962106;3.957068;VALID;(0.051553, 0.068917, 0.996290)
1738297764041;2.940851;3.896557;VALID;(0.051187, 0.067866, 0.996381)
1738297764046;2.965086;3.858147;VALID;(0.051611, 0.067197, 0.996404)
