CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738019604760;0.784338;-0.413525;VALID;(0.013688, -0.007217, 0.999880)
1738019604765;0.758874;-0.517049;VALID;(0.013244, -0.009023, 0.999872)
1738019604770;0.763399;-0.493336;VALID;(0.013323, -0.008609, 0.999874)
1738019604775;0.751599;-0.477547;VALID;(0.013117, -0.008334, 0.999879)
1738019604780;0.520938;-0.441828;VALID;(0.009092, -0.007711, 0.999929)
1738019604785;0.475534;-0.427656;VALID;(0.008299, -0.007464, 0.999938)
1738019604790;0.432314;-0.412615;VALID;(0.007545, -0.007201, 0.999946)
1738019604795;0.406688;-0.372572;VALID;(0.007098, -0.006502, 0.999954)
1738019604800;0.302449;-0.817398;VALID;(0.005278, -0.014266, 0.999884)
1738019604805;0.181355;-0.934747;VALID;(0.003165, -0.016314, 0.999862)
1738019604810;-0.087332;-1.212110;VALID;(-0.001524, -0.021154, 0.999775)
1738019604815;-0.136583;-1.199473;VALID;(-0.002383, -0.020933, 0.999778)
1738019604820;-0.155734;-1.209079;VALID;(-0.002717, -0.021101, 0.999774)
1738019604825;-0.323119;-1.394003;VALID;(-0.005638, -0.024327, 0.999688)
1738019604830;0.485166;-1.389146;VALID;(0.008465, -0.024242, 0.999670)
1738019604835;0.320313;-1.368127;VALID;(0.005589, -0.023876, 0.999699)
1738019604840;NaN;NaN;INVALID;
1738019604845;NaN;NaN;INVALID;
1738019604850;NaN;NaN;INVALID;
1738019604855;NaN;NaN;INVALID;
1738019604860;NaN;NaN;INVALID;
1738019604865;NaN;NaN;INVALID;
1738019604870;NaN;NaN;INVALID;
1738019604875;NaN;NaN;INVALID;
1738019604880;NaN;NaN;INVALID;
1738019604885;NaN;NaN;INVALID;
1738019604890;NaN;NaN;INVALID;
1738019604895;NaN;NaN;INVALID;
1738019604900;NaN;NaN;INVALID;
1738019604905;NaN;NaN;INVALID;
1738019604910;NaN;NaN;INVALID;
1738019604915;NaN;NaN;INVALID;
1738019604920;0.437842;0.600474;VALID;(0.007641, 0.010480, 0.999916)
1738019604925;0.019207;0.043256;VALID;(0.000335, 0.000755, 1.000000)
