CaptureTime;CalcXEccentricity;CalcYEccentricity;CombinedGazeForward;Valid
1720562337725;-11.709436;0.950332;(-0.202922, 0.016241, 0.979060);VALID
1720562337730;-11.659420;0.930009;(-0.202068, 0.015896, 0.979242);VALID
1720562337735;-11.642695;0.927317;(-0.201783, 0.015851, 0.979302);VALID
1720562337740;-11.615280;0.911001;(-0.201315, 0.015574, 0.979403);VALID
1720562337745;-11.600875;0.895305;(-0.201069, 0.015306, 0.979457);VALID
1720562337750;-11.584249;1.281181;(-0.200760, 0.021904, 0.979395);VALID
1720562337755;-11.476046;1.029425;(-0.198927, 0.017607, 0.979856);VALID
1720562337760;-11.428241;0.967346;(-0.198113, 0.016548, 0.980039);VALID
1720562337765;-11.414650;1.215347;(-0.197865, 0.020791, 0.980009);VALID
1720562337770;-11.383922;1.221192;(-0.197339, 0.020893, 0.980113);VALID
1720562337775;-11.280998;1.038906;(-0.195590, 0.017781, 0.980525);VALID
1720562337780;-11.251528;1.196488;(-0.195076, 0.020480, 0.980574);VALID
1720562337785;-11.285694;1.309349;(-0.195652, 0.022409, 0.980417);VALID
1720562337790;-11.264371;1.211154;(-0.195294, 0.020730, 0.980526);VALID
1720562337795;-11.198784;1.237302;(-0.194170, 0.021182, 0.980739);VALID
1720562337800;-11.227170;1.231852;(-0.194656, 0.021087, 0.980645);VALID
1720562337805;-11.208530;1.226239;(-0.194338, 0.020992, 0.980710);VALID
1720562337810;-11.182515;1.175333;(-0.193896, 0.020123, 0.980816);VALID
1720562337815;-11.232150;1.210805;(-0.194743, 0.020726, 0.980635);VALID
1720562337820;-11.207998;1.137039;(-0.194334, 0.019465, 0.980742);VALID
1720562337825;-11.235954;1.070831;(-0.194817, 0.018330, 0.980668);VALID
1720562337830;-11.211143;1.048759;(-0.194394, 0.017954, 0.980759);VALID
1720562337835;-11.253932;1.045079;(-0.195126, 0.017888, 0.980615);VALID
1720562337840;-11.265207;0.948309;(-0.195325, 0.016232, 0.980604);VALID
1720562337845;-11.220196;0.981754;(-0.194553, 0.016807, 0.980748);VALID
1720562337850;-11.206647;0.943736;(-0.194323, 0.016157, 0.980805);VALID
1720562337855;-11.142568;0.928454;(-0.193227, 0.015898, 0.981025);VALID
1720562337860;-11.135898;0.894559;(-0.193114, 0.015318, 0.981057);VALID
1720562337865;-11.175414;0.927393;(-0.193789, 0.015879, 0.980915);VALID
1720562337870;-11.168293;0.892816;(-0.193669, 0.015287, 0.980948);VALID
1720562337875;-11.117475;0.899647;(-0.192798, 0.015407, 0.981117);VALID
1720562337880;-11.107156;0.899792;(-0.192622, 0.015410, 0.981152);VALID
1720562337885;-11.098236;0.908506;(-0.192468, 0.015559, 0.981180);VALID
1720562337890;-11.087218;0.965970;(-0.192277, 0.016544, 0.981201);VALID
1720562337896;-11.090379;0.909703;(-0.192334, 0.015580, 0.981206);VALID
1720562337901;-11.058063;0.898804;(-0.191781, 0.015395, 0.981317);VALID
1720562337906;-11.077270;0.826765;(-0.192113, 0.014160, 0.981271);VALID
1720562337911;-11.107834;0.800841;(-0.192638, 0.013715, 0.981174);VALID
1720562337916;-11.036968;0.987512;(-0.191415, 0.016916, 0.981363);VALID
1720562337921;-10.975932;1.055362;(-0.190366, 0.018082, 0.981547);VALID
1720562337926;-10.988614;1.009227;(-0.190585, 0.017291, 0.981518);VALID
1720562337931;-10.903010;1.088597;(-0.189114, 0.018656, 0.981778);VALID
1720562337936;-10.794478;1.009319;(-0.187259, 0.017303, 0.982158);VALID
1720562337941;-10.721122;1.063910;(-0.185998, 0.018244, 0.982381);VALID
1720562337946;-10.581862;1.110145;(-0.183607, 0.019045, 0.982815);VALID
1720562337951;-10.472186;1.076268;(-0.181727, 0.018471, 0.983176);VALID
1720562337956;-10.425613;1.162027;(-0.180923, 0.019945, 0.983295);VALID
