CaptureTime;CalcXEccentricity;CalcYEccentricity;CombinedGazeForward;Valid
1720561722502;-7.616589;1.295744;(-0.132510, 0.022414, 0.990928);VALID
1720561722507;-7.616599;1.286129;(-0.132511, 0.022247, 0.990932);VALID
1720561722512;-7.537897;1.270253;(-0.131150, 0.021977, 0.991119);VALID
1720561722517;-7.503387;1.279830;(-0.130553, 0.022144, 0.991194);VALID
1720561722522;-7.538077;1.277426;(-0.131153, 0.022101, 0.991116);VALID
1720561722527;-7.494186;1.278859;(-0.130394, 0.022128, 0.991215);VALID
1720561722532;-7.462142;1.249211;(-0.129841, 0.021617, 0.991299);VALID
1720561722537;-7.493616;1.237677;(-0.130386, 0.021415, 0.991232);VALID
1720561722542;-7.467670;1.246984;(-0.129937, 0.021578, 0.991288);VALID
1720561722547;-7.464365;1.233990;(-0.129880, 0.021353, 0.991300);VALID
1720561722552;-7.406873;1.201959;(-0.128887, 0.020802, 0.991441);VALID
1720561722557;-7.461927;1.206418;(-0.129839, 0.020876, 0.991315);VALID
1720561722562;-7.451798;1.212285;(-0.129664, 0.020978, 0.991336);VALID
1720561722567;-7.431036;1.215380;(-0.129304, 0.021033, 0.991382);VALID
1720561722572;-7.380722;1.199163;(-0.128434, 0.020754, 0.991501);VALID
1720561722577;-7.331739;1.176400;(-0.127588, 0.020363, 0.991618);VALID
1720561722582;-7.290154;1.151860;(-0.126869, 0.019940, 0.991719);VALID
1720561722587;-7.236877;1.166059;(-0.125946, 0.020188, 0.991832);VALID
1720561722592;-7.225204;1.156474;(-0.125744, 0.020023, 0.991861);VALID
1720561722597;-7.180350;1.122688;(-0.124969, 0.019440, 0.991970);VALID
1720561722602;-7.163444;1.118692;(-0.124677, 0.019371, 0.992008);VALID
1720561722607;-7.135666;1.111458;(-0.124196, 0.019247, 0.992071);VALID
1720561722612;-7.117395;1.100499;(-0.123880, 0.019058, 0.992114);VALID
1720561722617;-7.101562;1.084081;(-0.123607, 0.018775, 0.992154);VALID
1720561722622;-7.062495;1.058222;(-0.122931, 0.018328, 0.992246);VALID
1720561722627;-7.057869;1.059318;(-0.122851, 0.018347, 0.992256);VALID
1720561722632;-7.019888;1.072400;(-0.122193, 0.018576, 0.992333);VALID
1720561722637;-6.991879;1.058965;(-0.121708, 0.018344, 0.992396);VALID
