CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738194747829;1.218447;0.187194;VALID;(0.021264, 0.003266, 0.999769)
1738194747834;1.215561;0.199771;VALID;(0.021214, 0.003486, 0.999769)
1738194747839;1.243752;0.247434;VALID;(0.021706, 0.004318, 0.999755)
1738194747844;1.248721;0.264720;VALID;(0.021792, 0.004619, 0.999752)
1738194747849;1.236857;0.281330;VALID;(0.021585, 0.004909, 0.999755)
1738194747854;1.228239;0.283497;VALID;(0.021435, 0.004947, 0.999758)
1738194747859;1.228748;0.294100;VALID;(0.021444, 0.005132, 0.999757)
1738194747864;1.231111;0.307135;VALID;(0.021485, 0.005359, 0.999755)
1738194747869;1.232764;0.330158;VALID;(0.021514, 0.005761, 0.999752)
1738194747874;1.240247;0.321735;VALID;(0.021644, 0.005614, 0.999750)
1738194747879;1.225568;0.331870;VALID;(0.021388, 0.005791, 0.999755)
1738194747884;1.234449;0.343658;VALID;(0.021543, 0.005997, 0.999750)
1738194747889;1.251480;0.359991;VALID;(0.021840, 0.006281, 0.999742)
1738194747894;1.253049;0.365874;VALID;(0.021868, 0.006384, 0.999741)
1738194747899;1.247745;0.357348;VALID;(0.021775, 0.006235, 0.999744)
1738194747904;1.274232;0.403649;VALID;(0.022237, 0.007043, 0.999728)
1738194747909;1.279461;0.412149;VALID;(0.022328, 0.007192, 0.999725)
1738194747914;1.275301;0.407691;VALID;(0.022256, 0.007114, 0.999727)
1738194747919;1.259112;0.420824;VALID;(0.021973, 0.007343, 0.999732)
1738194747924;1.239518;0.426176;VALID;(0.021631, 0.007436, 0.999738)
1738194747929;1.233685;0.419691;VALID;(0.021530, 0.007323, 0.999741)
1738194747934;1.209471;0.418033;VALID;(0.021107, 0.007294, 0.999751)
1738194747939;1.197230;0.417781;VALID;(0.020894, 0.007290, 0.999755)
1738194747944;1.185570;0.417276;VALID;(0.020690, 0.007281, 0.999759)
1738194747949;1.174054;0.384613;VALID;(0.020489, 0.006711, 0.999768)
1738194747954;1.159178;0.379305;VALID;(0.020230, 0.006619, 0.999773)
1738194747959;1.160174;0.371847;VALID;(0.020247, 0.006489, 0.999774)
1738194747964;1.205101;0.378030;VALID;(0.021031, 0.006596, 0.999757)
1738194747969;1.200350;0.364677;VALID;(0.020948, 0.006363, 0.999760)
1738194747974;1.199129;0.428811;VALID;(0.020927, 0.007482, 0.999753)
1738194747979;1.218260;0.401808;VALID;(0.021261, 0.007011, 0.999749)
1738194747984;1.202111;0.408232;VALID;(0.020979, 0.007123, 0.999755)
1738194747989;1.207143;0.379944;VALID;(0.021067, 0.006630, 0.999756)
1738194747994;1.189684;0.370142;VALID;(0.020762, 0.006459, 0.999764)
1738194747999;1.200154;0.341405;VALID;(0.020945, 0.005957, 0.999763)
1738194748004;1.196564;0.317606;VALID;(0.020882, 0.005542, 0.999767)
1738194748009;1.196610;0.295322;VALID;(0.020883, 0.005153, 0.999769)
1738194748014;1.187957;0.255867;VALID;(0.020732, 0.004465, 0.999775)
1738194748019;1.196216;0.223171;VALID;(0.020876, 0.003894, 0.999775)
1738194748024;1.215732;0.197434;VALID;(0.021217, 0.003445, 0.999769)
1738194748029;1.204491;0.177076;VALID;(0.021021, 0.003090, 0.999774)
1738194748034;1.200948;0.145214;VALID;(0.020959, 0.002534, 0.999777)
1738194748039;1.203280;0.133953;VALID;(0.021000, 0.002337, 0.999777)
1738194748044;1.203028;0.129740;VALID;(0.020995, 0.002264, 0.999777)
1738194748049;1.197179;0.121279;VALID;(0.020893, 0.002116, 0.999780)
1738194748054;1.194184;0.117562;VALID;(0.020841, 0.002051, 0.999781)
1738194748059;1.194333;0.107901;VALID;(0.020843, 0.001883, 0.999781)
1738194748064;1.198026;0.094025;VALID;(0.020908, 0.001641, 0.999780)
1738194748069;1.197790;0.081335;VALID;(0.020904, 0.001419, 0.999781)
1738194748074;1.201204;0.082244;VALID;(0.020963, 0.001435, 0.999779)
1738194748079;1.207910;0.061634;VALID;(0.021080, 0.001075, 0.999777)
1738194748084;1.217326;0.053068;VALID;(0.021245, 0.000926, 0.999774)
1738194748089;1.210035;0.048283;VALID;(0.021118, 0.000843, 0.999777)
1738194748094;1.221959;0.046288;VALID;(0.021326, 0.000808, 0.999772)
1738194748099;1.211981;0.050971;VALID;(0.021151, 0.000889, 0.999776)
1738194748104;1.210579;0.045137;VALID;(0.021127, 0.000788, 0.999777)
1738194748109;1.207564;0.032109;VALID;(0.021074, 0.000560, 0.999778)
1738194748114;1.205282;0.028370;VALID;(0.021035, 0.000495, 0.999779)
1738194748119;1.187555;0.021155;VALID;(0.020725, 0.000369, 0.999785)
1738194748124;1.159044;0.005991;VALID;(0.020228, 0.000105, 0.999795)
1738194748129;1.159116;-0.007643;VALID;(0.020229, -0.000133, 0.999795)
1738194748134;1.146856;-0.019428;VALID;(0.020015, -0.000339, 0.999800)
1738194748139;1.138003;-0.011345;VALID;(0.019861, -0.000198, 0.999803)
1738194748144;1.124365;0.001803;VALID;(0.019623, 0.000031, 0.999808)
1738194748149;1.108744;-0.006458;VALID;(0.019350, -0.000113, 0.999813)
1738194748154;1.102130;0.002651;VALID;(0.019235, 0.000046, 0.999815)
1738194748159;1.109204;0.000812;VALID;(0.019358, 0.000014, 0.999813)
1738194748164;1.110432;0.000736;VALID;(0.019379, 0.000013, 0.999812)
1738194748169;1.119903;0.013638;VALID;(0.019545, 0.000238, 0.999809)
1738194748174;1.117921;0.028093;VALID;(0.019510, 0.000490, 0.999810)
1738194748179;1.144747;0.055686;VALID;(0.019978, 0.000972, 0.999800)
1738194748184;1.147938;0.071659;VALID;(0.020034, 0.001250, 0.999799)
1738194748189;1.149679;0.121605;VALID;(0.020064, 0.002122, 0.999797)
1738194748194;1.148116;0.153863;VALID;(0.020037, 0.002685, 0.999796)
1738194748199;1.153413;0.180273;VALID;(0.020129, 0.003146, 0.999793)
1738194748204;1.159382;0.191025;VALID;(0.020234, 0.003333, 0.999790)
1738194748209;1.158851;0.198548;VALID;(0.020224, 0.003465, 0.999790)
1738194748214;1.167584;0.167252;VALID;(0.020377, 0.002918, 0.999788)
1738194748219;1.167052;0.138712;VALID;(0.020367, 0.002420, 0.999790)
1738194748224;1.177834;0.133986;VALID;(0.020556, 0.002338, 0.999786)
1738194748229;1.165327;0.155489;VALID;(0.020337, 0.002713, 0.999790)
1738194748234;1.162042;0.167003;VALID;(0.020280, 0.002914, 0.999790)
1738194748239;1.166008;0.145346;VALID;(0.020349, 0.002536, 0.999790)
1738194748244;1.163012;0.140415;VALID;(0.020297, 0.002450, 0.999791)
1738194748249;1.163036;0.155051;VALID;(0.020297, 0.002706, 0.999790)
1738194748254;1.132559;0.135823;VALID;(0.019766, 0.002370, 0.999802)
1738194748259;1.157832;0.153662;VALID;(0.020207, 0.002681, 0.999792)
1738194748264;1.162341;0.160506;VALID;(0.020285, 0.002801, 0.999790)
1738194748269;1.152393;0.144937;VALID;(0.020112, 0.002529, 0.999795)
1738194748274;1.141242;0.130513;VALID;(0.019917, 0.002277, 0.999799)
1738194748279;1.131016;0.128177;VALID;(0.019739, 0.002237, 0.999803)
1738194748284;1.115853;0.096601;VALID;(0.019474, 0.001686, 0.999809)
1738194748289;1.129862;0.100218;VALID;(0.019719, 0.001749, 0.999804)
1738194748294;1.129268;0.122561;VALID;(0.019708, 0.002139, 0.999804)
1738194748299;1.133977;0.115547;VALID;(0.019790, 0.002016, 0.999802)
1738194748304;1.139777;0.106844;VALID;(0.019892, 0.001864, 0.999800)
1738194748309;1.142874;0.095297;VALID;(0.019946, 0.001663, 0.999800)
1738194748314;1.145295;0.092481;VALID;(0.019988, 0.001614, 0.999799)
1738194748319;1.142436;0.089622;VALID;(0.019938, 0.001564, 0.999800)
1738194748324;1.138778;0.079476;VALID;(0.019874, 0.001387, 0.999802)
1738194748329;1.131031;0.072487;VALID;(0.019739, 0.001265, 0.999804)
1738194748334;1.128815;0.075323;VALID;(0.019700, 0.001314, 0.999805)
1738194748339;1.133030;0.066503;VALID;(0.019774, 0.001160, 0.999804)
1738194748344;1.124357;0.050487;VALID;(0.019622, 0.000881, 0.999807)
1738194748350;1.119872;0.035707;VALID;(0.019544, 0.000623, 0.999809)
1738194748355;1.089874;0.003187;VALID;(0.019021, 0.000056, 0.999819)
1738194748359;1.081891;-0.044607;VALID;(0.018881, -0.000778, 0.999821)
1738194748364;1.069416;-0.082013;VALID;(0.018664, -0.001431, 0.999825)
1738194748369;1.042182;-0.197155;VALID;(0.018188, -0.003440, 0.999829)
