CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738267313991;0.722650;2.106647;VALID;(0.012604, 0.036757, 0.999245)
1738267313996;0.022174;0.937233;VALID;(0.000387, 0.016357, 0.999866)
1738267314001;-1.128825;-0.287855;VALID;(-0.019700, -0.005023, 0.999793)
1738267314006;-0.627366;0.028366;VALID;(-0.010949, 0.000495, 0.999940)
1738267314011;-0.588448;0.072241;VALID;(-0.010270, 0.001261, 0.999947)
1738267314016;-0.576358;0.130031;VALID;(-0.010059, 0.002269, 0.999947)
1738267314021;-0.546297;0.123647;VALID;(-0.009535, 0.002158, 0.999952)
1738267314026;-1.612794;-0.309965;VALID;(-0.028144, -0.005408, 0.999589)
1738267314031;-1.644532;-0.314670;VALID;(-0.028698, -0.005490, 0.999573)
1738267314036;-0.946205;-0.084448;VALID;(-0.016514, -0.001474, 0.999863)
1738267314041;-0.871216;-0.082791;VALID;(-0.015205, -0.001445, 0.999883)
1738267314046;-0.827600;-0.108002;VALID;(-0.014444, -0.001885, 0.999894)
1738267314051;-1.703519;-0.607900;VALID;(-0.029726, -0.010605, 0.999502)
1738267314056;-1.003435;-0.253321;VALID;(-0.017512, -0.004421, 0.999837)
1738267314061;-1.694001;-0.718394;VALID;(-0.029559, -0.012533, 0.999485)
1738267314066;-1.749357;-0.666622;VALID;(-0.030525, -0.011629, 0.999466)
1738267314071;-0.822629;-0.243686;VALID;(-0.014357, -0.004253, 0.999888)
1738267314076;-0.778424;-0.213210;VALID;(-0.013586, -0.003721, 0.999901)
1738267314081;-0.727050;-0.184588;VALID;(-0.012689, -0.003221, 0.999914)
1738267314086;-1.708726;-0.467082;VALID;(-0.029817, -0.008148, 0.999522)
1738267314091;-1.731346;-0.459797;VALID;(-0.030212, -0.008021, 0.999511)
1738267314096;-0.845711;-0.195443;VALID;(-0.014760, -0.003411, 0.999885)
1738267314101;-0.746042;-0.159287;VALID;(-0.013020, -0.002780, 0.999911)
1738267314106;-0.695541;-0.143996;VALID;(-0.012139, -0.002513, 0.999923)
1738267314111;-0.664219;-0.123288;VALID;(-0.011593, -0.002152, 0.999931)
1738267314116;-0.676233;-0.144817;VALID;(-0.011802, -0.002527, 0.999927)
1738267314121;-0.669266;-0.155548;VALID;(-0.011681, -0.002715, 0.999928)
1738267314126;-1.683471;-0.750239;VALID;(-0.029375, -0.013088, 0.999483)
1738267314131;-1.635491;-0.664602;VALID;(-0.028539, -0.011595, 0.999525)
1738267314136;-0.897754;-0.443003;VALID;(-0.015668, -0.007731, 0.999847)
1738267314141;-1.032615;-0.500696;VALID;(-0.018021, -0.008737, 0.999799)
1738267314146;-0.884832;-0.301675;VALID;(-0.015442, -0.005265, 0.999867)
1738267314151;-0.841934;-0.210453;VALID;(-0.014694, -0.003673, 0.999885)
1738267314156;-0.796109;-0.130582;VALID;(-0.013894, -0.002279, 0.999901)
1738267314161;-0.798755;-0.142157;VALID;(-0.013940, -0.002481, 0.999900)
1738267314166;-1.287354;-0.300458;VALID;(-0.022466, -0.005243, 0.999734)
1738267314171;-1.097334;-0.235904;VALID;(-0.019151, -0.004117, 0.999808)
1738267314176;-1.346355;-0.332181;VALID;(-0.023496, -0.005796, 0.999707)
1738267314181;-1.139761;-0.202895;VALID;(-0.019891, -0.003540, 0.999796)
1738267314186;-1.336939;-0.307815;VALID;(-0.023332, -0.005371, 0.999713)
1738267314191;-1.384289;-0.315732;VALID;(-0.024158, -0.005509, 0.999693)
1738267314196;-1.378854;-0.301490;VALID;(-0.024063, -0.005260, 0.999697)
1738267314201;-1.298402;-0.254153;VALID;(-0.022659, -0.004435, 0.999733)
1738267314206;-1.105622;-0.083589;VALID;(-0.019296, -0.001459, 0.999813)
1738267314211;-1.077610;0.166791;VALID;(-0.018807, 0.002911, 0.999819)
1738267314216;-1.053349;0.389503;VALID;(-0.018383, 0.006797, 0.999808)
1738267314221;-1.151882;0.140771;VALID;(-0.020103, 0.002456, 0.999795)
1738267314226;-1.060002;0.193861;VALID;(-0.018499, 0.003383, 0.999823)
1738267314231;-1.075939;0.197097;VALID;(-0.018777, 0.003439, 0.999818)
1738267314236;-1.098887;0.221401;VALID;(-0.019178, 0.003863, 0.999809)
