CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738624073993;4.712549;4.719010;VALID;(0.081880, 0.081993, 0.993264)
1738624073998;2.453280;3.255007;VALID;(0.042736, 0.056728, 0.997475)
1738624074003;1.748032;2.518836;VALID;(0.030475, 0.043927, 0.998570)
1738624074008;1.815340;2.282362;VALID;(0.031653, 0.039804, 0.998706)
1738624074013;1.750660;2.023321;VALID;(0.030531, 0.035290, 0.998911)
1738624074018;1.554289;1.912075;VALID;(0.027109, 0.033354, 0.999076)
1738624074023;1.349525;1.722215;VALID;(0.023541, 0.030045, 0.999271)
1738624074028;1.231000;1.624679;VALID;(0.021475, 0.028346, 0.999368)
1738624074033;1.081808;1.532898;VALID;(0.018873, 0.026746, 0.999464)
1738624074038;0.975299;1.411463;VALID;(0.017016, 0.024629, 0.999552)
1738624074043;0.910415;1.336949;VALID;(0.015885, 0.023329, 0.999602)
1738624074048;0.801803;1.258932;VALID;(0.013990, 0.021969, 0.999661)
1738624074053;0.719891;1.173880;VALID;(0.012562, 0.020485, 0.999711)
1738624074058;0.668443;1.086146;VALID;(0.011664, 0.018954, 0.999752)
1738624074063;0.644782;1.040083;VALID;(0.011251, 0.018151, 0.999772)
1738624074068;0.648405;0.935233;VALID;(0.011315, 0.016321, 0.999803)
1738624074073;0.650192;0.639254;VALID;(0.011347, 0.011156, 0.999873)
1738624074078;0.643741;0.203065;VALID;(0.011235, 0.003544, 0.999931)
1738624074083;0.336332;-0.073345;VALID;(0.005870, -0.001280, 0.999982)
1738624074088;0.283435;-0.499329;VALID;(0.004947, -0.008715, 0.999950)
1738624074093;0.296112;-0.331842;VALID;(0.005168, -0.005792, 0.999970)
1738624074098;1.460389;-2.885132;VALID;(0.025454, -0.050317, 0.998409)
1738624074103;NaN;NaN;INVALID;
1738624074108;NaN;NaN;INVALID;
1738624074113;NaN;NaN;INVALID;
1738624074118;NaN;NaN;INVALID;
1738624074123;NaN;NaN;INVALID;
1738624074128;NaN;NaN;INVALID;
1738624074133;NaN;NaN;INVALID;
1738624074138;NaN;NaN;INVALID;
1738624074143;NaN;NaN;INVALID;
1738624074148;NaN;NaN;INVALID;
1738624074153;NaN;NaN;INVALID;
1738624074158;NaN;NaN;INVALID;
1738624074163;NaN;NaN;INVALID;
1738624074168;NaN;NaN;INVALID;
1738624074173;NaN;NaN;INVALID;
1738624074178;NaN;NaN;INVALID;
1738624074183;NaN;NaN;INVALID;
1738624074188;NaN;NaN;INVALID;
1738624074193;NaN;NaN;INVALID;
1738624074198;NaN;NaN;INVALID;
1738624074203;NaN;NaN;INVALID;
1738624074208;NaN;NaN;INVALID;
1738624074213;NaN;NaN;INVALID;
1738624074218;0.684262;-4.359225;VALID;(0.011908, -0.076004, 0.997036)
