CaptureTime;CalcXEccentricity;CalcYEccentricity;CombinedGazeForward;Valid
1720561160137;6.694058;3.690315;(0.116329, 0.063927, 0.991151);VALID
1720561160142;7.005496;3.003189;(0.121800, 0.052001, 0.991192);VALID
1720561160147;7.070800;3.775501;(0.122833, 0.065349, 0.990274);VALID
1720561160152;7.123546;3.090366;(0.123832, 0.053496, 0.990860);VALID
1720561160157;7.034110;2.948912;(0.122301, 0.051059, 0.991179);VALID
1720561160162;7.088665;3.712928;(0.123150, 0.064265, 0.990305);VALID
1720561160167;7.123158;3.723368;(0.123745, 0.064440, 0.990220);VALID
1720561160172;7.240357;3.126881;(0.125847, 0.054114, 0.990573);VALID
1720561160177;7.177604;2.983612;(0.124779, 0.051644, 0.990840);VALID
1720561160182;7.300043;3.694238;(0.126806, 0.063912, 0.989867);VALID
1720561160187;7.471114;3.669206;(0.129764, 0.063455, 0.989512);VALID
1720561160192;7.511939;3.583088;(0.130482, 0.061962, 0.989513);VALID
1720561160197;7.520867;3.661960;(0.130625, 0.063323, 0.989408);VALID
1720561160202;7.813609;3.889738;(0.135644, 0.067210, 0.988475);VALID
1720561160207;8.109459;3.402965;(0.140821, 0.058767, 0.988289);VALID
1720561160212;8.015404;3.936228;(0.139117, 0.067979, 0.987940);VALID
1720561160217;8.253478;3.569454;(0.143280, 0.061616, 0.987762);VALID
1720561160222;8.300921;3.562765;(0.144099, 0.061493, 0.987651);VALID
1720561160227;8.191063;4.037139;(0.142128, 0.069688, 0.987392);VALID
1720561160232;7.803394;3.636496;(0.135506, 0.062841, 0.988782);VALID
1720561160237;7.952735;3.333096;(0.138127, 0.057583, 0.988739);VALID
1720561160242;7.929188;3.891274;(0.137637, 0.067217, 0.988199);VALID
1720561160247;7.999610;3.825428;(0.138862, 0.066070, 0.988105);VALID
1720561160252;8.173805;3.199001;(0.141959, 0.055239, 0.988330);VALID
1720561160257;8.323393;3.151134;(0.144546, 0.054393, 0.988002);VALID
1720561160262;8.382214;3.074433;(0.145571, 0.053062, 0.987924);VALID
1720561160267;8.497633;3.013215;(0.147569, 0.051991, 0.987684);VALID
1720561160272;8.502594;3.634253;(0.147563, 0.062693, 0.987064);VALID
1720561160277;8.704171;3.214655;(0.151100, 0.055433, 0.986963);VALID
1720561160282;8.673428;3.542551;(0.150521, 0.061086, 0.986718);VALID
1720561160287;8.695423;3.534539;(0.150901, 0.060944, 0.986669);VALID
1720561160292;8.833124;3.161870;(0.153329, 0.054505, 0.986671);VALID
1720561160297;8.918796;2.898967;(0.154841, 0.049965, 0.986675);VALID
1720561160302;8.907024;3.423729;(0.154562, 0.059002, 0.986220);VALID
1720561160307;8.764352;2.903026;(0.152180, 0.050056, 0.987084);VALID
1720561160312;8.771816;2.898968;(0.152309, 0.049985, 0.987068);VALID
1720561160317;8.921979;3.496663;(0.154808, 0.060255, 0.986105);VALID
1720561160322;8.859668;2.960676;(0.153814, 0.051036, 0.986781);VALID
1720561160327;9.156962;2.947855;(0.158934, 0.050773, 0.985983);VALID
1720561160332;9.488495;2.887292;(0.164646, 0.049684, 0.985101);VALID
1720561160337;9.984548;3.100542;(0.173136, 0.053271, 0.983456);VALID
1720561160342;9.147504;3.042752;(0.158758, 0.052408, 0.985926);VALID
1720561160347;8.599243;2.296764;(0.149405, 0.039626, 0.987982);VALID
1720561160352;8.027345;2.690155;(0.139495, 0.046476, 0.989132);VALID
1720561160357;7.723972;2.624744;(0.134262, 0.045380, 0.989906);VALID
1720561160362;7.383803;2.212498;(0.128421, 0.038286, 0.990980);VALID
1720561160367;6.742344;2.356949;(0.117307, 0.040841, 0.992256);VALID
1720561160372;7.036266;2.372796;(0.122394, 0.041090, 0.991631);VALID
1720561160377;7.294106;2.169405;(0.126873, 0.037548, 0.991208);VALID
1720561160382;7.084890;2.155465;(0.123254, 0.037324, 0.991673);VALID
1720561160387;6.811371;2.224824;(0.118513, 0.038547, 0.992204);VALID
1720561160392;6.746834;2.217411;(0.117396, 0.038424, 0.992342);VALID
1720561160397;6.672503;2.595706;(0.116077, 0.044982, 0.992221);VALID
1720561160402;6.590133;2.315289;(0.114674, 0.040132, 0.992592);VALID
1720561160407;6.785982;2.322185;(0.118065, 0.040235, 0.992190);VALID
1720561160412;6.774998;2.209806;(0.117884, 0.038290, 0.992289);VALID
1720561160417;6.520549;2.652743;(0.113439, 0.045984, 0.992480);VALID
1720561160422;6.650380;2.391129;(0.115711, 0.041441, 0.992418);VALID
1720561160427;6.843139;2.569107;(0.119034, 0.044506, 0.991892);VALID
1720561160432;6.624912;2.304943;(0.115277, 0.039950, 0.992530);VALID
1720561160437;6.686695;2.273970;(0.116350, 0.039408, 0.992426);VALID
1720561160442;6.721336;2.227533;(0.116953, 0.038601, 0.992387);VALID
1720561160447;6.713033;2.219469;(0.116810, 0.038462, 0.992409);VALID
1720561160452;6.774720;2.197699;(0.117880, 0.038080, 0.992297);VALID
1720561160457;6.629629;2.487204;(0.115344, 0.043107, 0.992390);VALID
1720561160462;6.769698;2.316657;(0.117784, 0.040141, 0.992228);VALID
1720561160467;6.783525;2.272035;(0.118027, 0.039367, 0.992230);VALID
1720561160472;6.939375;2.478289;(0.120708, 0.042925, 0.991760);VALID
1720561160477;7.044512;2.583114;(0.122518, 0.044729, 0.991458);VALID
1720561160482;6.652063;2.578960;(0.115724, 0.044694, 0.992275);VALID
1720561160487;6.982681;2.656925;(0.121441, 0.046012, 0.991532);VALID
1720561160492;6.654470;2.562945;(0.115767, 0.044416, 0.992283);VALID
1720561160497;6.609105;2.353413;(0.114999, 0.040791, 0.992528);VALID
1720561160502;6.744380;2.530003;(0.117327, 0.043838, 0.992125);VALID
1720561160507;6.868819;2.375874;(0.119495, 0.041158, 0.991981);VALID
1720561160512;6.785900;2.427872;(0.118055, 0.042065, 0.992116);VALID
1720561160517;6.852291;2.370663;(0.119210, 0.041069, 0.992019);VALID
1720561160522;6.909236;2.388870;(0.120194, 0.041379, 0.991888);VALID
1720561160527;6.974879;2.343026;(0.121334, 0.040580, 0.991782);VALID
1720561160532;7.008388;2.300317;(0.121918, 0.039838, 0.991740);VALID
1720561160537;7.068844;2.274213;(0.122966, 0.039381, 0.991629);VALID
1720561160542;7.165280;2.097350;(0.124650, 0.036312, 0.991536);VALID
1720561160547;7.141848;1.956895;(0.124255, 0.033883, 0.991672);VALID
1720561160552;7.127616;1.802474;(0.124019, 0.031211, 0.991789);VALID
1720561160557;7.760240;2.212193;(0.134929, 0.038247, 0.990117);VALID
1720561160562;8.855717;1.877494;(0.153866, 0.032372, 0.987561);VALID
1720561160567;9.749718;1.917985;(0.169253, 0.032986, 0.985021);VALID
1720561160572;10.333616;1.923761;(0.179282, 0.033026, 0.983243);VALID
1720561160577;10.784341;2.915446;(0.186879, 0.049966, 0.981111);VALID
1720561160582;11.430967;3.658567;(0.197799, 0.062550, 0.978245);VALID
1720561160587;11.679686;3.932199;(0.201983, 0.067163, 0.977083);VALID
1720561160592;11.915786;4.119089;(0.205963, 0.070290, 0.976032);VALID
1720561160597;12.138038;4.241953;(0.209717, 0.072324, 0.975084);VALID
1720561160602;12.229584;4.155010;(0.211298, 0.070819, 0.974853);VALID
1720561160607;12.286939;4.176841;(0.212268, 0.071175, 0.974616);VALID
1720561160612;12.365530;4.317830;(0.213568, 0.073552, 0.974156);VALID
1720561160617;13.515504;3.314814;(0.233339, 0.056226, 0.970769);VALID
1720561160622;12.320016;4.554473;(0.212729, 0.077589, 0.974026);VALID
1720561160627;12.343918;4.492782;(0.213152, 0.076533, 0.974017);VALID
1720561160632;12.793451;4.722922;(0.220722, 0.080307, 0.972025);VALID
1720561160637;12.358658;4.696590;(0.213345, 0.079994, 0.973697);VALID
1720561160642;12.365772;4.601564;(0.213493, 0.078376, 0.973796);VALID
1720561160647;13.409625;3.101871;(0.231590, 0.052640, 0.971388);VALID
1720561160652;12.653374;4.300167;(0.218465, 0.073170, 0.973098);VALID
1720561160657;12.622118;4.428329;(0.217899, 0.075357, 0.973058);VALID
1720561160662;12.654597;4.437984;(0.218448, 0.075511, 0.972923);VALID
1720561160667;13.018881;4.756311;(0.224536, 0.080801, 0.971110);VALID
1720561160672;12.628783;4.548039;(0.217978, 0.077388, 0.972881);VALID
1720561160677;13.031213;4.654199;(0.224776, 0.079065, 0.971197);VALID
1720561160682;12.567077;4.741247;(0.216873, 0.080689, 0.972859);VALID
1720561160687;13.532184;3.527543;(0.233572, 0.059826, 0.970497);VALID
1720561160692;12.669440;4.774557;(0.218601, 0.081222, 0.972428);VALID
1720561160697;12.705280;4.649251;(0.219247, 0.079084, 0.972459);VALID
1720561160702;12.723464;4.634673;(0.219560, 0.078830, 0.972409);VALID
1720561160707;12.773060;4.652992;(0.220397, 0.079126, 0.972196);VALID
1720561160712;12.779876;4.741574;(0.220486, 0.080627, 0.972052);VALID
1720561160717;14.092616;3.718133;(0.243008, 0.062904, 0.967983);VALID
1720561160722;13.883721;3.436444;(0.239546, 0.058196, 0.969139);VALID
1720561160727;13.402459;3.556618;(0.231367, 0.060352, 0.970993);VALID
1720561160732;11.687472;3.236892;(0.202263, 0.055297, 0.977769);VALID
1720561160737;11.382800;2.816500;(0.197134, 0.048173, 0.979192);VALID
1720561160742;11.329489;2.706710;(0.196240, 0.046305, 0.979462);VALID
1720561160747;11.116568;4.237398;(0.192298, 0.072510, 0.978654);VALID
1720561160752;11.665676;3.307957;(0.201878, 0.056515, 0.977779);VALID
1720561160757;11.206329;2.990205;(0.194088, 0.051173, 0.979649);VALID
1720561160762;11.389201;3.032770;(0.197207, 0.051868, 0.978989);VALID
1720561160767;11.408042;3.062804;(0.197523, 0.052378, 0.978898);VALID
1720561160772;10.801966;2.798022;(0.187199, 0.047952, 0.981151);VALID
1720561160777;10.811953;2.771363;(0.187375, 0.047494, 0.981140);VALID
1720561160782;10.793156;2.741077;(0.187057, 0.046978, 0.981225);VALID
1720561160787;10.760280;2.725066;(0.186497, 0.046709, 0.981345);VALID
1720561160792;10.692287;2.669158;(0.185340, 0.045762, 0.981608);VALID
1720561160797;10.924278;2.870333;(0.189282, 0.049171, 0.980691);VALID
1720561160802;10.201793;3.490498;(0.176797, 0.059924, 0.982421);VALID
1720561160807;10.134980;3.142911;(0.175711, 0.053974, 0.982961);VALID
1720561160812;10.338531;2.910318;(0.179240, 0.049951, 0.982537);VALID
1720561160817;10.235280;2.998019;(0.177455, 0.051471, 0.982782);VALID
1720561160822;10.053879;2.828311;(0.174368, 0.048587, 0.983481);VALID
1720561160827;10.223870;2.870573;(0.177279, 0.049287, 0.982926);VALID
1720561160832;10.243247;2.861355;(0.177613, 0.049126, 0.982874);VALID
1720561160837;10.046698;2.817476;(0.174246, 0.048402, 0.983512);VALID
1720561160842;9.885859;2.928759;(0.171468, 0.050338, 0.983903);VALID
1720561160847;10.234194;3.139777;(0.177414, 0.053903, 0.982659);VALID
1720561160852;9.707895;2.966621;(0.168406, 0.051015, 0.984397);VALID
1720561160857;10.172995;3.111348;(0.176369, 0.053426, 0.982873);VALID
1720561160862;9.260270;2.541191;(0.160765, 0.043761, 0.986022);VALID
1720561160867;9.698975;2.807578;(0.168275, 0.048283, 0.984557);VALID
1720561160872;9.705967;2.798025;(0.168397, 0.048118, 0.984544);VALID
1720561160877;9.536720;2.735702;(0.165496, 0.047071, 0.985087);VALID
1720561160882;9.363350;3.367529;(0.162421, 0.057961, 0.985018);VALID
1720561160887;9.450254;2.745798;(0.164008, 0.047256, 0.985327);VALID
1720561160892;9.458791;2.675886;(0.164164, 0.046053, 0.985358);VALID
1720561160897;9.414938;2.652633;(0.163413, 0.045659, 0.985501);VALID
1720561160902;9.391622;2.657777;(0.163011, 0.045750, 0.985563);VALID
1720561160907;9.146048;2.613749;(0.158790, 0.045024, 0.986285);VALID
1720561160912;9.555075;2.779026;(0.165806, 0.047813, 0.984999);VALID
1720561160917;9.070900;2.573062;(0.157502, 0.044333, 0.986523);VALID
1720561160922;9.088614;2.510954;(0.157814, 0.043261, 0.986521);VALID
1720561160927;9.448135;2.763191;(0.163969, 0.047556, 0.985319);VALID
1720561160932;9.183270;2.560126;(0.159438, 0.044096, 0.986223);VALID
1720561160937;9.163270;2.466123;(0.159105, 0.042481, 0.986347);VALID
1720561160942;9.403189;2.849937;(0.163184, 0.049054, 0.985375);VALID
1720561160947;8.899907;2.596765;(0.154554, 0.044762, 0.986970);VALID
1720561160952;9.245479;2.951297;(0.160457, 0.050820, 0.985734);VALID
1720561160957;9.244009;2.854630;(0.160445, 0.049157, 0.985820);VALID
1720561160962;8.628005;2.500390;(0.149879, 0.043133, 0.987763);VALID
1720561160967;8.381066;2.659665;(0.145602, 0.045909, 0.988277);VALID
1720561160972;8.368033;3.391962;(0.145282, 0.058539, 0.987657);VALID
1720561160977;8.268807;3.315428;(0.143582, 0.057234, 0.987982);VALID
1720561160982;8.294358;3.333165;(0.144020, 0.057536, 0.987901);VALID
1720561160987;8.254896;3.449187;(0.143323, 0.059542, 0.987883);VALID
1720561160992;8.261156;3.391197;(0.143439, 0.058541, 0.987926);VALID
1720561160997;8.095291;3.315976;(0.140589, 0.057268, 0.988410);VALID
1720561161002;8.519884;2.793899;(0.147980, 0.048207, 0.987815);VALID
1720561161007;8.207465;2.640094;(0.142609, 0.045591, 0.988729);VALID
1720561161012;8.294630;2.622707;(0.144116, 0.045281, 0.988524);VALID
1720561161017;8.192949;3.294865;(0.142276, 0.056890, 0.988191);VALID
1720561161022;8.112784;3.327199;(0.140889, 0.057459, 0.988357);VALID
1720561161027;8.079729;2.566851;(0.140413, 0.044341, 0.989100);VALID
1720561161032;7.866876;3.435360;(0.136631, 0.059360, 0.988842);VALID
1720561161037;7.913658;3.257384;(0.137462, 0.056282, 0.988907);VALID
1720561161042;7.896480;3.232403;(0.137169, 0.055853, 0.988972);VALID
1720561161047;8.053382;2.799075;(0.139932, 0.048353, 0.988980);VALID
1720561161052;8.006388;2.745098;(0.139127, 0.047427, 0.989138);VALID
1720561161057;7.439398;2.688790;(0.129337, 0.046517, 0.990509);VALID
1720561161062;7.786305;3.170317;(0.135275, 0.054796, 0.989292);VALID
1720561161067;7.700884;2.947467;(0.133827, 0.050958, 0.989694);VALID
1720561161072;7.681768;2.711811;(0.133524, 0.046889, 0.989936);VALID
1720561161077;7.647169;2.868002;(0.132909, 0.049591, 0.989887);VALID
1720561161082;7.900609;3.070260;(0.137262, 0.053054, 0.989113);VALID
1720561161087;7.689368;2.729853;(0.133653, 0.047200, 0.989904);VALID
1720561161092;7.505607;3.060763;(0.130440, 0.052939, 0.990042);VALID
1720561161097;7.306999;3.004017;(0.127014, 0.051982, 0.990538);VALID
1720561161102;7.238546;3.019523;(0.125829, 0.052258, 0.990675);VALID
1720561161107;7.194756;3.170611;(0.125054, 0.054875, 0.990631);VALID
1720561161112;7.117177;3.020425;(0.123730, 0.052287, 0.990938);VALID
1720561161117;7.093796;3.082121;(0.123318, 0.053357, 0.990932);VALID
1720561161122;6.949041;2.736771;(0.120851, 0.047398, 0.991539);VALID
1720561161127;6.804240;3.103945;(0.118306, 0.053767, 0.991520);VALID
1720561161132;7.089578;2.899940;(0.123265, 0.050206, 0.991103);VALID
1720561161137;6.891780;3.250532;(0.119804, 0.056294, 0.991200);VALID
1720561161142;7.210998;3.211620;(0.125330, 0.055582, 0.990557);VALID
1720561161147;6.840136;2.857879;(0.118954, 0.049505, 0.991665);VALID
1720561161152;6.782530;2.738108;(0.117968, 0.047437, 0.991884);VALID
1720561161157;6.633598;2.816302;(0.115382, 0.048806, 0.992122);VALID
1720561161162;6.541790;2.959838;(0.113778, 0.051301, 0.992181);VALID
1720561161167;6.549449;2.864037;(0.113920, 0.049641, 0.992249);VALID
1720561161172;6.331049;2.763491;(0.110146, 0.047920, 0.992760);VALID
1720561161177;5.855670;2.832047;(0.101900, 0.049151, 0.993580);VALID
1720561161182;5.209028;2.956619;(0.090670, 0.051367, 0.994555);VALID
1720561161187;4.748902;3.148534;(0.082665, 0.054737, 0.995073);VALID
1720561161192;4.511631;3.287721;(0.078533, 0.057173, 0.995271);VALID
1720561161197;4.435958;3.205904;(0.077224, 0.055757, 0.995453);VALID
1720561161202;4.276564;3.289414;(0.074449, 0.057220, 0.995582);VALID
1720561161207;4.398959;3.531559;(0.076556, 0.061418, 0.995172);VALID
1720561161212;3.899711;3.507046;(0.067883, 0.061030, 0.995825);VALID
1720561161217;3.741437;3.531445;(0.065131, 0.061466, 0.995982);VALID
1720561161222;3.686497;3.333170;(0.064189, 0.058022, 0.996250);VALID
1720561161227;3.641000;3.314393;(0.063399, 0.057699, 0.996319);VALID
1720561161232;3.503850;3.320395;(0.061013, 0.057811, 0.996461);VALID
1720561161237;3.330180;3.497694;(0.057982, 0.060906, 0.996458);VALID
1720561161242;3.287402;3.571346;(0.057234, 0.062189, 0.996422);VALID
1720561161247;3.644780;3.786207;(0.063432, 0.065901, 0.995808);VALID
1720561161252;3.663151;3.771192;(0.063753, 0.065638, 0.995805);VALID
1720561161257;3.579887;3.760626;(0.062306, 0.065461, 0.995908);VALID
1720561161262;3.533029;3.757369;(0.061492, 0.065407, 0.995962);VALID
1720561161267;3.319737;3.713694;(0.057787, 0.064663, 0.996233);VALID
1720561161272;3.277313;3.791336;(0.057044, 0.066015, 0.996187);VALID
1720561161277;2.877410;3.398314;(0.050111, 0.059203, 0.996987);VALID
1720561161282;3.048800;3.758687;(0.053072, 0.065462, 0.996443);VALID
1720561161287;2.695142;3.512504;(0.046934, 0.061199, 0.997022);VALID
1720561161292;2.921336;3.762582;(0.050855, 0.065537, 0.996553);VALID
1720561161297;2.668849;3.584283;(0.046472, 0.062449, 0.996966);VALID
1720561161302;2.585918;3.585957;(0.045029, 0.062482, 0.997030);VALID
1720561161307;2.471662;3.495265;(0.043045, 0.060910, 0.997215);VALID
1720561161312;2.256735;3.558836;(0.039301, 0.062026, 0.997300);VALID
1720561161317;2.564449;3.700651;(0.044650, 0.064479, 0.996920);VALID
1720561161322;2.202354;3.352066;(0.038363, 0.058428, 0.997554);VALID
1720561161327;2.005301;3.324706;(0.034933, 0.057959, 0.997708);VALID
1720561161332;1.766885;3.256356;(0.030783, 0.056777, 0.997912);VALID
1720561161337;1.814492;3.182366;(0.031615, 0.055486, 0.997959);VALID
1720561161342;1.863052;3.004138;(0.032466, 0.052380, 0.998099);VALID
1720561161347;1.450876;3.254217;(0.025279, 0.056748, 0.998069);VALID
1720561161352;1.471990;3.052199;(0.025652, 0.053228, 0.998253);VALID
1720561161357;1.399570;3.161390;(0.024388, 0.055132, 0.998181);VALID
1720561161362;1.342199;3.285120;(0.023385, 0.057289, 0.998084);VALID
1720561161367;1.217531;3.223639;(0.021215, 0.056221, 0.998193);VALID
1720561161372;1.128511;3.329221;(0.019662, 0.058062, 0.998119);VALID
1720561161377;1.044087;3.218844;(0.018193, 0.056141, 0.998257);VALID
1720561161382;0.873198;3.605498;(0.015209, 0.062879, 0.997905);VALID
1720561161387;0.782438;3.525786;(0.013630, 0.061492, 0.998015);VALID
1720561161392;0.595849;3.489582;(0.010380, 0.060864, 0.998092);VALID
1720561161397;0.717145;3.595602;(0.012492, 0.062709, 0.997954);VALID
1720561161402;0.559790;3.618817;(0.009751, 0.063115, 0.997959);VALID
1720561161407;0.451239;3.585993;(0.007860, 0.062545, 0.998011);VALID
1720561161412;0.977787;4.294105;(0.017017, 0.074865, 0.997048);VALID
1720561161417;0.721404;3.826197;(0.012562, 0.066725, 0.997692);VALID
1720561161422;0.659120;3.759360;(0.011479, 0.065562, 0.997783);VALID
1720561161427;0.628079;3.863683;(0.010937, 0.067379, 0.997668);VALID
1720561161432;0.657179;3.619793;(0.011447, 0.063131, 0.997940);VALID
1720561161437;0.201158;3.745041;(0.003503, 0.065316, 0.997859);VALID
1720561161442;0.178538;3.622528;(0.003110, 0.063183, 0.997997);VALID
1720561161447;0.102654;3.705771;(0.001788, 0.064633, 0.997908);VALID
1720561161452;-0.020972;3.659479;(-0.000365, 0.063827, 0.997961);VALID
1720561161457;-0.269694;3.591210;(-0.004698, 0.062637, 0.998025);VALID
1720561161462;-0.263780;3.644732;(-0.004595, 0.063569, 0.997967);VALID
1720561161467;-0.199078;3.432395;(-0.003468, 0.059870, 0.998200);VALID
1720561161472;-0.445856;3.556428;(-0.007767, 0.062030, 0.998044);VALID
1720561161477;-0.195498;3.980294;(-0.003404, 0.069413, 0.997582);VALID
1720561161482;-0.263703;4.071689;(-0.004591, 0.071004, 0.997466);VALID
1720561161487;-0.219423;3.916091;(-0.003821, 0.068295, 0.997658);VALID
1720561161492;-0.576812;3.617443;(-0.010047, 0.063091, 0.997957);VALID
1720561161497;-0.688926;3.633998;(-0.012000, 0.063378, 0.997917);VALID
1720561161502;-0.742151;3.721393;(-0.012925, 0.064899, 0.997808);VALID
1720561161507;-0.917268;3.500979;(-0.015979, 0.061058, 0.998006);VALID
1720561161512;-0.989114;3.626019;(-0.017228, 0.063234, 0.997850);VALID
1720561161517;-0.930023;3.909690;(-0.016193, 0.068175, 0.997542);VALID
1720561161522;-0.990385;3.991020;(-0.017243, 0.069590, 0.997427);VALID
1720561161527;-1.105132;3.883285;(-0.019243, 0.067712, 0.997519);VALID
1720561161532;-1.250637;3.679213;(-0.021781, 0.064155, 0.997702);VALID
1720561161537;-1.308950;3.626021;(-0.022798, 0.063227, 0.997739);VALID
1720561161542;-1.297386;3.887041;(-0.022590, 0.067772, 0.997445);VALID
1720561161547;-1.240157;4.004625;(-0.021590, 0.069821, 0.997326);VALID
1720561161552;-1.255630;4.102673;(-0.021857, 0.071527, 0.997199);VALID
1720561161557;-1.614609;3.718900;(-0.028117, 0.064836, 0.997500);VALID
1720561161562;-1.652298;3.744805;(-0.028773, 0.065286, 0.997452);VALID
1720561161567;-1.729609;3.739787;(-0.030119, 0.065196, 0.997418);VALID
1720561161572;-1.807702;3.732886;(-0.031478, 0.065073, 0.997384);VALID
1720561161577;-1.740843;3.715357;(-0.030315, 0.064770, 0.997440);VALID
1720561161582;-1.749112;3.673038;(-0.030460, 0.064033, 0.997483);VALID
1720561161587;-1.803833;3.732000;(-0.031411, 0.065058, 0.997387);VALID
1720561161592;-1.854827;3.679244;(-0.032301, 0.064137, 0.997418);VALID
1720561161597;-1.946495;3.723066;(-0.033895, 0.064897, 0.997316);VALID
1720561161602;-1.931399;3.538545;(-0.033639, 0.061685, 0.997529);VALID
1720561161607;-2.153413;3.674456;(-0.037498, 0.064042, 0.997243);VALID
1720561161612;-2.005778;3.507254;(-0.034935, 0.061138, 0.997518);VALID
1720561161617;-2.158019;3.435235;(-0.037588, 0.059878, 0.997498);VALID
1720561161622;-2.437124;3.739520;(-0.042433, 0.065162, 0.996972);VALID
1720561161627;-2.371494;3.586007;(-0.041298, 0.062493, 0.997191);VALID
1720561161632;-2.486400;3.558103;(-0.043299, 0.062003, 0.997136);VALID
1720561161637;-2.636882;3.610526;(-0.045915, 0.062907, 0.996963);VALID
1720561161642;-2.649989;3.562686;(-0.046145, 0.062074, 0.997004);VALID
1720561161647;-2.344847;3.794773;(-0.040824, 0.066128, 0.996976);VALID
1720561161652;-2.442631;3.780480;(-0.042526, 0.065874, 0.996921);VALID
1720561161657;-2.855398;3.376802;(-0.049729, 0.058829, 0.997029);VALID
1720561161662;-3.016544;3.390385;(-0.052532, 0.059057, 0.996871);VALID
1720561161667;-3.095124;3.336403;(-0.053903, 0.058114, 0.996854);VALID
1720561161672;-3.042820;3.323772;(-0.052993, 0.057897, 0.996915);VALID
