CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1744839720894;0.725261;0.723120;VALID;(0.012657, 0.012619, 0.999840)
1744839720899;0.721919;0.703111;VALID;(0.012599, 0.012270, 0.999845)
1744839720904;0.719185;0.722768;VALID;(0.012551, 0.012613, 0.999842)
1744839720909;0.707709;0.729117;VALID;(0.012351, 0.012724, 0.999843)
1744839720914;0.713305;0.729628;VALID;(0.012448, 0.012733, 0.999842)
1744839720919;0.724530;0.741525;VALID;(0.012644, 0.012941, 0.999836)
1744839720924;0.723423;0.732368;VALID;(0.012625, 0.012781, 0.999839)
1744839720929;0.681357;0.722707;VALID;(0.011891, 0.012612, 0.999850)
1744839720934;0.658691;0.682449;VALID;(0.011495, 0.011910, 0.999863)
1744839720939;0.677983;0.636830;VALID;(0.011832, 0.011114, 0.999868)
1744839720944;0.693746;0.609048;VALID;(0.012107, 0.010629, 0.999870)
1744839720949;0.701550;0.577408;VALID;(0.012243, 0.010077, 0.999874)
1744839720954;0.725685;0.547689;VALID;(0.012665, 0.009558, 0.999874)
1744839720959;0.751589;0.526945;VALID;(0.013117, 0.009196, 0.999872)
1744839720964;0.759057;0.493119;VALID;(0.013247, 0.008606, 0.999875)
1744839720969;0.812940;0.462482;VALID;(0.014188, 0.008071, 0.999867)
1744839720974;0.825736;0.469456;VALID;(0.014411, 0.008193, 0.999863)
1744839720979;0.795906;0.537681;VALID;(0.013890, 0.009383, 0.999860)
1744839720984;0.804536;0.568706;VALID;(0.014041, 0.009925, 0.999852)
1744839720989;0.882944;0.545782;VALID;(0.015409, 0.009524, 0.999836)
1744839720994;0.952374;0.529649;VALID;(0.016621, 0.009243, 0.999819)
1744839720999;1.022765;0.524889;VALID;(0.017849, 0.009159, 0.999799)
1744839721004;1.072138;0.560011;VALID;(0.018710, 0.009772, 0.999777)
1744839721009;1.122742;0.646902;VALID;(0.019593, 0.011288, 0.999744)
1744839721014;1.194311;0.686418;VALID;(0.020842, 0.011977, 0.999711)
1744839721019;1.251332;0.730799;VALID;(0.021836, 0.012751, 0.999680)
1744839721024;1.313598;0.810643;VALID;(0.022922, 0.014144, 0.999637)
1744839721029;1.364990;0.851534;VALID;(0.023819, 0.014857, 0.999606)
1744839721034;1.435880;0.881119;VALID;(0.025055, 0.015373, 0.999568)
1744839721039;1.523391;0.912581;VALID;(0.026582, 0.015921, 0.999520)
1744839721044;1.600220;0.911161;VALID;(0.027922, 0.015896, 0.999484)
1744839721049;1.696967;0.947177;VALID;(0.029609, 0.016523, 0.999425)
1744839721054;1.744208;0.934804;VALID;(0.030433, 0.016307, 0.999404)
1744839721059;1.855395;0.932725;VALID;(0.032373, 0.016270, 0.999344)
1744839721064;1.470945;0.644843;VALID;(0.025668, 0.011251, 0.999607)
1744839721069;1.251333;0.470079;VALID;(0.021837, 0.008202, 0.999728)
1744839721074;1.215296;0.401694;VALID;(0.021209, 0.007009, 0.999751)
1744839721079;1.176507;0.411400;VALID;(0.020532, 0.007179, 0.999763)
1744839721084;1.139668;0.430193;VALID;(0.019889, 0.007507, 0.999774)
1744839721089;1.091945;0.446948;VALID;(0.019056, 0.007799, 0.999788)
1744839721094;1.055213;0.474789;VALID;(0.018415, 0.008285, 0.999796)
1744839721099;1.020776;0.476241;VALID;(0.017814, 0.008311, 0.999807)
1744839721104;0.992883;0.509194;VALID;(0.017328, 0.008886, 0.999810)
1744839721109;0.997440;0.548369;VALID;(0.017407, 0.009569, 0.999803)
1744839721114;0.948895;0.587044;VALID;(0.016560, 0.010244, 0.999810)
1744839721119;0.941299;0.612051;VALID;(0.016427, 0.010681, 0.999808)
1744839721124;0.970560;0.672395;VALID;(0.016938, 0.011734, 0.999788)
1744839721129;0.977089;0.731128;VALID;(0.017051, 0.012758, 0.999773)
1744839721134;0.981895;0.811161;VALID;(0.017135, 0.014155, 0.999753)
1744839721139;0.978648;0.825809;VALID;(0.017078, 0.014410, 0.999750)
1744839721144;0.999393;0.865713;VALID;(0.017440, 0.015107, 0.999734)
1744839721149;1.016429;0.969993;VALID;(0.017737, 0.016926, 0.999699)
1744839721154;1.068680;1.006558;VALID;(0.018648, 0.017564, 0.999672)
1744839721159;1.094085;1.104045;VALID;(0.019091, 0.019265, 0.999632)
1744839721164;1.167067;1.171968;VALID;(0.020363, 0.020449, 0.999584)
1744839721169;1.216906;1.207201;VALID;(0.021233, 0.021063, 0.999553)
1744839721174;1.264431;1.260327;VALID;(0.022061, 0.021990, 0.999515)
1744839721179;1.340404;1.317598;VALID;(0.023386, 0.022988, 0.999462)
1744839721184;1.398478;1.369650;VALID;(0.024399, 0.023896, 0.999417)
1744839721189;1.450238;1.416422;VALID;(0.025301, 0.024711, 0.999374)
1744839721194;1.482541;1.444720;VALID;(0.025864, 0.025204, 0.999348)
1744839721199;1.554439;1.521642;VALID;(0.027117, 0.026545, 0.999280)
1744839721204;1.587434;1.521537;VALID;(0.027693, 0.026543, 0.999264)
1744839721209;1.635451;1.525070;VALID;(0.028530, 0.026604, 0.999239)
1744839721214;1.685677;1.530613;VALID;(0.029406, 0.026700, 0.999211)
1744839721219;1.730718;1.478617;VALID;(0.030192, 0.025792, 0.999211)
1744839721224;1.757480;1.417166;VALID;(0.030660, 0.024720, 0.999224)
1744839721229;1.785849;1.399865;VALID;(0.031155, 0.024418, 0.999216)
1744839721234;1.802222;1.386113;VALID;(0.031440, 0.024178, 0.999213)
1744839721239;1.822456;1.408543;VALID;(0.031793, 0.024569, 0.999193)
1744839721244;1.835877;1.416589;VALID;(0.032027, 0.024709, 0.999182)
1744839721249;1.856411;1.432830;VALID;(0.032385, 0.024992, 0.999163)
1744839721254;1.852578;1.468517;VALID;(0.032317, 0.025614, 0.999149)
1744839721259;1.884969;1.542753;VALID;(0.032881, 0.026908, 0.999097)
1744839721264;1.894094;1.608813;VALID;(0.033039, 0.028060, 0.999060)
1744839721269;1.929326;1.724194;VALID;(0.033651, 0.030071, 0.998981)
1744839721274;2.018232;1.905010;VALID;(0.035198, 0.033222, 0.998828)
1744839721279;1.800347;1.658539;VALID;(0.031404, 0.028929, 0.999088)
1744839721284;1.557312;1.368234;VALID;(0.027169, 0.023869, 0.999346)
1744839721289;1.456341;1.260132;VALID;(0.025409, 0.021985, 0.999435)
1744839721294;1.423664;1.251161;VALID;(0.024839, 0.021828, 0.999453)
1744839721299;1.395759;1.250935;VALID;(0.024352, 0.021825, 0.999465)
1744839721304;1.380904;1.292230;VALID;(0.024093, 0.022545, 0.999456)
1744839721309;1.341827;1.290483;VALID;(0.023411, 0.022515, 0.999472)
1744839721314;1.283431;1.286752;VALID;(0.022393, 0.022451, 0.999497)
1744839721319;1.239075;1.234553;VALID;(0.021619, 0.021540, 0.999534)
1744839721324;1.192574;1.200284;VALID;(0.020808, 0.020943, 0.999564)
1744839721329;1.171410;1.160460;VALID;(0.020439, 0.020248, 0.999586)
1744839721334;1.143563;1.157728;VALID;(0.019954, 0.020201, 0.999597)
1744839721339;1.118581;1.117144;VALID;(0.019518, 0.019493, 0.999620)
1744839721344;1.100299;1.086964;VALID;(0.019199, 0.018966, 0.999636)
1744839721349;1.078045;1.039096;VALID;(0.018811, 0.018131, 0.999659)
1744839721354;1.100950;1.001831;VALID;(0.019211, 0.017481, 0.999663)
1744839721359;1.080061;0.983074;VALID;(0.018847, 0.017154, 0.999675)
1744839721364;1.030351;0.919599;VALID;(0.017980, 0.016047, 0.999710)
1744839721369;0.988842;0.940519;VALID;(0.017255, 0.016412, 0.999716)
1744839721374;0.934910;0.896338;VALID;(0.016315, 0.015641, 0.999745)
1744839721379;0.876728;0.932671;VALID;(0.015299, 0.016276, 0.999751)
1744839721384;0.848491;0.977805;VALID;(0.014806, 0.017063, 0.999745)
1744839721389;0.784655;0.999880;VALID;(0.013692, 0.017449, 0.999754)
1744839721394;0.740312;0.990563;VALID;(0.012919, 0.017286, 0.999767)
1744839721399;0.749973;1.050308;VALID;(0.013087, 0.018329, 0.999746)
1744839721404;0.693423;1.066903;VALID;(0.012100, 0.018619, 0.999753)
1744839721409;0.629002;1.058019;VALID;(0.010976, 0.018464, 0.999769)
1744839721414;0.569743;1.062480;VALID;(0.009942, 0.018542, 0.999779)
1744839721419;0.544826;1.094054;VALID;(0.009507, 0.019093, 0.999773)
1744839721424;0.489977;1.090825;VALID;(0.008550, 0.019037, 0.999782)
1744839721429;0.469429;1.019184;VALID;(0.008192, 0.017787, 0.999808)
1744839721434;0.401908;1.001064;VALID;(0.007013, 0.017471, 0.999823)
1744839721439;0.334538;0.995804;VALID;(0.005838, 0.017379, 0.999832)
1744839721444;0.293366;1.004833;VALID;(0.005119, 0.017537, 0.999833)
1744839721449;0.192138;1.024125;VALID;(0.003353, 0.017873, 0.999835)
1744839721454;0.139533;1.012948;VALID;(0.002435, 0.017678, 0.999841)
1744839721459;0.058401;0.993981;VALID;(0.001019, 0.017347, 0.999849)
1744839721464;-0.004488;0.976004;VALID;(-0.000078, 0.017034, 0.999855)
1744839721469;-0.052044;0.976192;VALID;(-0.000908, 0.017037, 0.999854)
1744839721474;-0.121427;0.967177;VALID;(-0.002119, 0.016880, 0.999855)
1744839721479;-0.199853;0.958146;VALID;(-0.003488, 0.016722, 0.999854)
1744839721484;-0.236289;0.976606;VALID;(-0.004123, 0.017044, 0.999846)
1744839721489;-0.296899;0.977591;VALID;(-0.005181, 0.017061, 0.999841)
1744839721494;-0.335912;0.982978;VALID;(-0.005862, 0.017155, 0.999836)
1744839721499;-0.378719;0.996344;VALID;(-0.006609, 0.017388, 0.999827)
1744839721504;-0.425506;1.003209;VALID;(-0.007425, 0.017508, 0.999819)
1744839721509;-0.458526;0.977663;VALID;(-0.008002, 0.017062, 0.999822)
1744839721514;-0.460704;1.006082;VALID;(-0.008039, 0.017558, 0.999814)
1744839721519;-0.527847;0.968875;VALID;(-0.009211, 0.016909, 0.999815)
1744839721524;-0.582096;0.893611;VALID;(-0.010158, 0.015595, 0.999827)
1744839721529;-0.637007;0.863727;VALID;(-0.011116, 0.015073, 0.999825)
1744839721534;-0.674946;0.864385;VALID;(-0.011778, 0.015085, 0.999817)
1744839721539;-0.686826;0.861907;VALID;(-0.011986, 0.015041, 0.999815)
1744839721544;-0.720474;0.866436;VALID;(-0.012573, 0.015120, 0.999807)
1744839721549;-0.745171;0.850195;VALID;(-0.013004, 0.014837, 0.999805)
1744839721554;-0.766770;0.851991;VALID;(-0.013381, 0.014868, 0.999800)
1744839721559;-0.794913;0.858480;VALID;(-0.013872, 0.014981, 0.999792)
1744839721564;-0.834022;0.847000;VALID;(-0.014554, 0.014781, 0.999785)
1744839721569;-0.861420;0.850793;VALID;(-0.015032, 0.014847, 0.999777)
1744839721574;-0.891327;0.864186;VALID;(-0.015554, 0.015081, 0.999765)
1744839721579;-0.916316;0.867636;VALID;(-0.015990, 0.015141, 0.999758)
1744839721584;-0.936805;0.865350;VALID;(-0.016348, 0.015101, 0.999752)
1744839721589;-0.953301;0.871150;VALID;(-0.016636, 0.015202, 0.999746)
1744839721594;-0.967077;0.860975;VALID;(-0.016876, 0.015024, 0.999745)
1744839721599;-0.977380;0.853794;VALID;(-0.017056, 0.014899, 0.999744)
1744839721604;-0.991661;0.837889;VALID;(-0.017305, 0.014621, 0.999743)
1744839721609;-1.010295;0.828901;VALID;(-0.017630, 0.014464, 0.999740)
1744839721614;-1.025984;0.813076;VALID;(-0.017904, 0.014188, 0.999739)
1744839721619;-1.045205;0.798249;VALID;(-0.018239, 0.013929, 0.999737)
1744839721624;-1.072819;0.780733;VALID;(-0.018721, 0.013624, 0.999732)
1744839721629;-1.107091;0.767196;VALID;(-0.019319, 0.013387, 0.999724)
1744839721634;-1.119710;0.775318;VALID;(-0.019540, 0.013529, 0.999718)
1744839721639;-1.151279;0.783544;VALID;(-0.020090, 0.013672, 0.999705)
1744839721644;-1.157620;0.805805;VALID;(-0.020201, 0.014061, 0.999697)
1744839721649;-1.148674;0.824957;VALID;(-0.020045, 0.014395, 0.999696)
1744839721654;-1.173153;0.854480;VALID;(-0.020472, 0.014910, 0.999679)
1744839721659;-1.195381;0.832138;VALID;(-0.020860, 0.014520, 0.999677)
1744839721664;-1.185856;0.830485;VALID;(-0.020693, 0.014491, 0.999681)
1744839721669;-1.167150;0.841633;VALID;(-0.020367, 0.014686, 0.999685)
1744839721674;-1.155411;0.826811;VALID;(-0.020162, 0.014427, 0.999693)
1744839721679;-1.152577;0.797919;VALID;(-0.020113, 0.013923, 0.999701)
1744839721684;-1.135037;0.770267;VALID;(-0.019807, 0.013441, 0.999714)
1744839721689;-1.115973;0.751976;VALID;(-0.019474, 0.013122, 0.999724)
1744839721694;-1.114197;0.736826;VALID;(-0.019444, 0.012857, 0.999728)
1744839721699;-1.086836;0.704332;VALID;(-0.018966, 0.012290, 0.999745)
1744839721704;-1.062682;0.663561;VALID;(-0.018545, 0.011579, 0.999761)
1744839721709;-1.041201;0.660337;VALID;(-0.018170, 0.011523, 0.999769)
1744839721714;-1.030750;0.656754;VALID;(-0.017988, 0.011460, 0.999773)
1744839721719;-1.026557;0.640642;VALID;(-0.017915, 0.011179, 0.999777)
1744839721724;-1.011218;0.632849;VALID;(-0.017647, 0.011043, 0.999783)
1744839721729;-1.005858;0.609533;VALID;(-0.017554, 0.010637, 0.999789)
1744839721734;-0.984630;0.622433;VALID;(-0.017183, 0.010862, 0.999793)
1744839721739;-0.977018;0.637601;VALID;(-0.017050, 0.011126, 0.999793)
1744839721744;-0.973909;0.685835;VALID;(-0.016996, 0.011968, 0.999784)
1744839721749;-0.970670;0.681493;VALID;(-0.016939, 0.011892, 0.999786)
1744839721754;-0.959550;0.672906;VALID;(-0.016745, 0.011743, 0.999791)
1744839721759;-0.975314;0.686291;VALID;(-0.017020, 0.011976, 0.999783)
1744839721764;-0.970536;0.699875;VALID;(-0.016937, 0.012213, 0.999782)
1744839721769;-0.956378;0.681659;VALID;(-0.016690, 0.011895, 0.999790)
1744839721774;-0.964564;0.687447;VALID;(-0.016833, 0.011996, 0.999786)
1744839721779;-0.960321;0.632500;VALID;(-0.016759, 0.011037, 0.999799)
1744839721784;-0.948684;0.628998;VALID;(-0.016556, 0.010976, 0.999803)
1744839721789;-0.941262;0.616976;VALID;(-0.016426, 0.010767, 0.999807)
1744839721794;-0.943088;0.597198;VALID;(-0.016458, 0.010421, 0.999810)
1744839721799;-0.929236;0.572758;VALID;(-0.016217, 0.009995, 0.999819)
1744839721804;-0.926717;0.562867;VALID;(-0.016173, 0.009822, 0.999821)
1744839721809;-0.927483;0.555183;VALID;(-0.016186, 0.009688, 0.999822)
1744839721814;-0.921842;0.547366;VALID;(-0.016088, 0.009552, 0.999825)
1744839721819;-0.912244;0.558776;VALID;(-0.015920, 0.009751, 0.999826)
1744839721824;-0.906663;0.567746;VALID;(-0.015823, 0.009908, 0.999826)
1744839721829;-0.892663;0.600392;VALID;(-0.015578, 0.010477, 0.999824)
1744839721834;-0.896561;0.585268;VALID;(-0.015646, 0.010213, 0.999825)
1744839721839;-0.895501;0.595172;VALID;(-0.015628, 0.010386, 0.999824)
1744839721844;-0.889058;0.603783;VALID;(-0.015516, 0.010537, 0.999824)
1744839721849;-0.889234;0.620045;VALID;(-0.015519, 0.010820, 0.999821)
1744839721854;-0.874058;0.604628;VALID;(-0.015254, 0.010551, 0.999828)
1744839721859;-0.877031;0.584771;VALID;(-0.015306, 0.010205, 0.999831)
1744839721864;-0.870945;0.577972;VALID;(-0.015200, 0.010086, 0.999834)
1744839721869;-0.869634;0.561138;VALID;(-0.015177, 0.009792, 0.999837)
1744839721874;-0.872859;0.560356;VALID;(-0.015233, 0.009779, 0.999836)
1744839721879;-0.873952;0.548476;VALID;(-0.015252, 0.009571, 0.999838)
1744839721884;-0.879739;0.533684;VALID;(-0.015353, 0.009313, 0.999839)
1744839721889;-0.893767;0.527292;VALID;(-0.015598, 0.009202, 0.999836)
1744839721894;-0.910811;0.571989;VALID;(-0.015895, 0.009982, 0.999824)
1744839721899;-0.907139;0.575874;VALID;(-0.015831, 0.010049, 0.999824)
1744839721904;-0.926091;0.564024;VALID;(-0.016162, 0.009843, 0.999821)
1744839721909;-0.943625;0.551927;VALID;(-0.016468, 0.009631, 0.999818)
1744839721914;-0.937960;0.555696;VALID;(-0.016369, 0.009697, 0.999819)
1744839721919;-0.947843;0.561370;VALID;(-0.016541, 0.009796, 0.999815)
1744839721924;-0.954553;0.537631;VALID;(-0.016659, 0.009382, 0.999817)
1744839721929;-0.969484;0.543181;VALID;(-0.016919, 0.009479, 0.999812)
1744839721934;-0.957389;0.558131;VALID;(-0.016708, 0.009740, 0.999813)
1744839721939;-0.969363;0.551712;VALID;(-0.016917, 0.009628, 0.999811)
1744839721944;-0.983682;0.542318;VALID;(-0.017167, 0.009464, 0.999808)
1744839721949;-0.991690;0.543127;VALID;(-0.017307, 0.009478, 0.999805)
1744839721954;-1.013120;0.528587;VALID;(-0.017681, 0.009224, 0.999801)
1744839721959;-1.039285;0.519336;VALID;(-0.018137, 0.009063, 0.999794)
1744839721964;-1.052825;0.516199;VALID;(-0.018373, 0.009008, 0.999791)
1744839721969;-1.094008;0.510472;VALID;(-0.019092, 0.008908, 0.999778)
1744839721974;-1.117761;0.486377;VALID;(-0.019507, 0.008487, 0.999774)
1744839721979;-1.141242;0.474670;VALID;(-0.019916, 0.008283, 0.999767)
1744839721984;-1.165322;0.470044;VALID;(-0.020337, 0.008202, 0.999760)
1744839721989;-1.206171;0.459973;VALID;(-0.021049, 0.008026, 0.999746)
1744839721994;-1.213932;0.449076;VALID;(-0.021185, 0.007836, 0.999745)
1744839721999;-1.240866;0.439042;VALID;(-0.021655, 0.007661, 0.999736)
1744839722004;-1.258728;0.437685;VALID;(-0.021967, 0.007637, 0.999730)
1744839722009;-1.275224;0.423160;VALID;(-0.022254, 0.007384, 0.999725)
1744839722014;-1.301473;0.429590;VALID;(-0.022712, 0.007496, 0.999714)
1744839722019;-1.322914;0.429034;VALID;(-0.023087, 0.007486, 0.999705)
1744839722024;-1.342432;0.433230;VALID;(-0.023427, 0.007559, 0.999697)
1744839722029;-1.347233;0.438681;VALID;(-0.023511, 0.007654, 0.999694)
1744839722034;-1.350063;0.428161;VALID;(-0.023560, 0.007471, 0.999695)
1744839722039;-1.359930;0.446737;VALID;(-0.023732, 0.007795, 0.999688)
1744839722044;-1.373255;0.447967;VALID;(-0.023965, 0.007816, 0.999682)
1744839722049;-1.386122;0.462480;VALID;(-0.024189, 0.008069, 0.999675)
1744839722054;-1.402802;0.465580;VALID;(-0.024480, 0.008123, 0.999667)
1744839722059;-1.428185;0.454045;VALID;(-0.024923, 0.007922, 0.999658)
1744839722064;-1.449204;0.414837;VALID;(-0.025290, 0.007238, 0.999654)
1744839722069;-1.453716;0.391848;VALID;(-0.025369, 0.006837, 0.999655)
1744839722074;-1.467730;0.401628;VALID;(-0.025613, 0.007007, 0.999647)
1744839722079;-1.469355;0.371617;VALID;(-0.025642, 0.006484, 0.999650)
1744839722084;-1.472108;0.355186;VALID;(-0.025690, 0.006197, 0.999651)
1744839722089;-1.465468;0.334489;VALID;(-0.025574, 0.005836, 0.999656)
1744839722094;-1.459772;0.312468;VALID;(-0.025475, 0.005452, 0.999661)
1744839722099;-1.462506;0.287319;VALID;(-0.025522, 0.005013, 0.999662)
1744839722104;-1.461680;0.259587;VALID;(-0.025508, 0.004529, 0.999664)
1744839722109;-1.461321;0.252395;VALID;(-0.025502, 0.004404, 0.999665)
1744839722114;-1.462887;0.211475;VALID;(-0.025529, 0.003690, 0.999667)
1744839722119;-1.463578;0.191261;VALID;(-0.025541, 0.003337, 0.999668)
1744839722124;-1.445835;0.163664;VALID;(-0.025232, 0.002856, 0.999678)
1744839722129;-1.441120;0.144439;VALID;(-0.025150, 0.002520, 0.999681)
1744839722134;-1.449462;0.122959;VALID;(-0.025295, 0.002145, 0.999678)
1744839722139;-1.453956;0.120326;VALID;(-0.025374, 0.002099, 0.999676)
1744839722144;-1.453156;0.109924;VALID;(-0.025360, 0.001918, 0.999677)
1744839722149;-1.449280;0.106467;VALID;(-0.025292, 0.001858, 0.999678)
1744839722154;-1.448730;0.104816;VALID;(-0.025282, 0.001829, 0.999679)
1744839722159;-1.468103;0.152509;VALID;(-0.025620, 0.002661, 0.999668)
1744839722164;-1.460229;0.122730;VALID;(-0.025483, 0.002141, 0.999673)
1744839722169;-1.446901;0.148382;VALID;(-0.025250, 0.002589, 0.999678)
1744839722174;-1.439483;0.154679;VALID;(-0.025121, 0.002699, 0.999681)
1744839722179;-1.436219;0.153224;VALID;(-0.025064, 0.002673, 0.999682)
1744839722184;-1.433751;0.161339;VALID;(-0.025021, 0.002815, 0.999683)
1744839722189;-1.422353;0.159791;VALID;(-0.024822, 0.002788, 0.999688)
1744839722194;-1.417356;0.153257;VALID;(-0.024735, 0.002674, 0.999691)
1744839722199;-1.417704;0.159290;VALID;(-0.024741, 0.002779, 0.999690)
1744839722204;-1.419086;0.167550;VALID;(-0.024765, 0.002923, 0.999689)
1744839722209;-1.420970;0.172101;VALID;(-0.024798, 0.003003, 0.999688)
1744839722214;-1.413900;0.188205;VALID;(-0.024675, 0.003284, 0.999690)
1744839722219;-1.422826;0.195932;VALID;(-0.024830, 0.003419, 0.999686)
1744839722224;-1.423040;0.203939;VALID;(-0.024834, 0.003558, 0.999685)
1744839722229;-1.415426;0.204179;VALID;(-0.024701, 0.003562, 0.999689)
1744839722234;-1.416615;0.204538;VALID;(-0.024722, 0.003569, 0.999688)
1744839722239;-1.419340;0.213101;VALID;(-0.024769, 0.003718, 0.999686)
1744839722244;-1.426071;0.214656;VALID;(-0.024887, 0.003745, 0.999683)
1744839722249;-1.418257;0.191844;VALID;(-0.024751, 0.003347, 0.999688)
1744839722254;-1.417540;0.189385;VALID;(-0.024738, 0.003304, 0.999689)
1744839722259;-1.416549;0.184517;VALID;(-0.024721, 0.003219, 0.999689)
1744839722264;-1.422329;0.197641;VALID;(-0.024822, 0.003448, 0.999686)
1744839722269;-1.430269;0.199527;VALID;(-0.024960, 0.003481, 0.999682)
1744839722274;-1.426871;0.206069;VALID;(-0.024901, 0.003595, 0.999683)
1744839722279;-1.429075;0.235725;VALID;(-0.024939, 0.004113, 0.999681)
1744839722284;-1.421400;0.258407;VALID;(-0.024805, 0.004509, 0.999682)
1744839722289;-1.418164;0.260383;VALID;(-0.024749, 0.004543, 0.999683)
1744839722294;-1.418816;0.285481;VALID;(-0.024760, 0.004981, 0.999681)
1744839722299;-1.423270;0.296736;VALID;(-0.024838, 0.005177, 0.999678)
1744839722304;-1.419518;0.297849;VALID;(-0.024772, 0.005197, 0.999680)
1744839722309;-1.416558;0.297985;VALID;(-0.024721, 0.005199, 0.999681)
