CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738048527769;-0.736766;-0.593327;VALID;(-0.012858, -0.010354, 0.999864)
1738048527774;-0.699149;-0.663471;VALID;(-0.012201, -0.011579, 0.999859)
1738048527779;-0.723242;-0.735110;VALID;(-0.012622, -0.012829, 0.999838)
1738048527784;-0.819938;-0.785448;VALID;(-0.014309, -0.013707, 0.999804)
1738048527789;-0.856452;-0.822571;VALID;(-0.014946, -0.014354, 0.999785)
1738048527794;-0.872375;-0.908258;VALID;(-0.015223, -0.015850, 0.999759)
1738048527799;-0.910781;-0.927277;VALID;(-0.015893, -0.016181, 0.999743)
1738048527804;-0.916769;-0.944057;VALID;(-0.015998, -0.016474, 0.999736)
1738048527809;-0.904493;-0.965595;VALID;(-0.015783, -0.016850, 0.999733)
1738048527814;-0.910530;-1.024367;VALID;(-0.015889, -0.017875, 0.999714)
1738048527819;-0.910371;-1.084491;VALID;(-0.015885, -0.018924, 0.999695)
1738048527824;-0.896784;-1.196821;VALID;(-0.015648, -0.020884, 0.999659)
1738048527829;-0.885402;-1.229320;VALID;(-0.015449, -0.021451, 0.999651)
1738048527834;-0.889799;-1.227210;VALID;(-0.015526, -0.021415, 0.999650)
1738048527839;-0.891590;-1.215903;VALID;(-0.015557, -0.021217, 0.999654)
1738048527844;-0.897368;-1.244487;VALID;(-0.015658, -0.021716, 0.999642)
1738048527849;-0.887943;-1.257137;VALID;(-0.015493, -0.021937, 0.999639)
1738048527854;-0.883209;-1.276115;VALID;(-0.015410, -0.022268, 0.999633)
1738048527859;-0.891955;-1.297494;VALID;(-0.015563, -0.022641, 0.999623)
1738048527864;-0.887313;-1.328176;VALID;(-0.015482, -0.023176, 0.999612)
1738048527869;-0.909808;-1.352843;VALID;(-0.015874, -0.023606, 0.999595)
1738048527874;-0.930108;-1.374700;VALID;(-0.016228, -0.023988, 0.999581)
1738048527879;-0.953815;-1.380480;VALID;(-0.016642, -0.024088, 0.999571)
1738048527884;-0.960675;-1.352379;VALID;(-0.016761, -0.023598, 0.999581)
1738048527889;-0.963426;-1.332553;VALID;(-0.016810, -0.023252, 0.999588)
1738048527894;-0.932505;-1.330486;VALID;(-0.016270, -0.023216, 0.999598)
1738048527899;-0.933035;-1.339023;VALID;(-0.016279, -0.023365, 0.999594)
1738048527904;-0.938101;-1.362884;VALID;(-0.016368, -0.023781, 0.999583)
1738048527909;-0.934357;-1.376912;VALID;(-0.016302, -0.024026, 0.999578)
1738048527914;-0.944970;-1.381714;VALID;(-0.016487, -0.024110, 0.999573)
1738048527919;-0.952956;-1.383085;VALID;(-0.016627, -0.024134, 0.999571)
1738048527924;-0.928481;-1.378990;VALID;(-0.016200, -0.024062, 0.999579)
1738048527929;-0.941476;-1.407341;VALID;(-0.016426, -0.024557, 0.999564)
1738048527934;-0.951706;-1.410742;VALID;(-0.016605, -0.024616, 0.999559)
1738048527939;-0.953450;-1.409697;VALID;(-0.016635, -0.024598, 0.999559)
1738048527944;-0.958504;-1.407905;VALID;(-0.016723, -0.024567, 0.999558)
1738048527949;-0.989953;-1.447114;VALID;(-0.017272, -0.025250, 0.999532)
1738048527954;-1.160443;-1.686208;VALID;(-0.020243, -0.029420, 0.999362)
