CaptureTime;CalcXEccentricity;CalcYEccentricity;CombinedGazeForward;Valid
1720560010224;2.700850;1.286838;(0.047109, 0.022433, 0.998638);VALID
1720560010229;2.640205;1.208246;(0.046054, 0.021064, 0.998717);VALID
1720560010234;2.704989;1.540029;(0.047176, 0.026845, 0.998526);VALID
1720560010239;2.797578;1.243135;(0.048796, 0.021669, 0.998574);VALID
1720560010244;2.809044;1.192965;(0.048997, 0.020795, 0.998582);VALID
1720560010249;1.063832;1.582627;(0.018559, 0.027614, 0.999446);VALID
1720560010254;1.042542;1.590717;(0.018188, 0.027755, 0.999449);VALID
1720560010259;0.015943;1.922179;(0.000278, 0.033542, 0.999437);VALID
1720560010264;0.728642;1.488993;(0.012713, 0.025983, 0.999582);VALID
1720560010269;0.339968;1.695922;(0.005931, 0.029595, 0.999544);VALID
1720560010274;0.614309;1.387864;(0.010718, 0.024219, 0.999649);VALID
1720560010279;0.526725;1.467728;(0.009190, 0.025613, 0.999630);VALID
1720560010284;0.276080;1.690049;(0.004816, 0.029492, 0.999553);VALID
1720560010289;0.729554;1.675757;(0.012727, 0.029241, 0.999491);VALID
1720560010294;0.776756;1.544681;(0.013552, 0.026954, 0.999545);VALID
1720560010299;0.762583;1.513034;(0.013305, 0.026402, 0.999563);VALID
1720560010304;0.694475;1.585155;(0.012116, 0.027661, 0.999544);VALID
1720560010309;0.855700;2.078800;(0.014924, 0.036270, 0.999231);VALID
1720560010314;0.575858;1.417363;(0.010047, 0.024734, 0.999644);VALID
1720560010319;2.030467;1.047860;(0.035425, 0.018276, 0.999205);VALID
1720560010324;0.571763;1.531587;(0.009975, 0.026727, 0.999593);VALID
1720560010329;0.617234;1.583458;(0.010768, 0.027631, 0.999560);VALID
1720560010334;0.143728;1.873886;(0.002507, 0.032700, 0.999462);VALID
1720560010339;0.101463;1.885807;(0.001770, 0.032908, 0.999457);VALID
1720560010344;0.588910;1.736037;(0.010274, 0.030293, 0.999488);VALID
1720560010349;0.079875;1.896474;(0.001393, 0.033094, 0.999451);VALID
1720560010354;0.505956;1.936809;(0.008825, 0.033796, 0.999390);VALID
1720560010359;1.650922;1.702907;(0.028797, 0.029705, 0.999144);VALID
1720560010364;0.514160;2.001693;(0.008968, 0.034928, 0.999350);VALID
1720560010369;1.760588;1.045575;(0.030718, 0.018239, 0.999362);VALID
1720560010374;1.408606;1.276587;(0.024576, 0.022272, 0.999450);VALID
1720560010379;0.776665;1.806231;(0.013548, 0.031517, 0.999411);VALID
1720560010384;0.620577;1.912043;(0.010825, 0.033363, 0.999385);VALID
1720560010389;0.591054;1.944753;(0.010310, 0.033934, 0.999371);VALID
1720560010394;0.604359;1.947283;(0.010542, 0.033978, 0.999367);VALID
1720560010399;0.556767;1.949092;(0.009712, 0.034010, 0.999374);VALID
1720560010404;0.498213;1.944124;(0.008690, 0.033924, 0.999387);VALID
1720560010409;0.480517;1.941228;(0.008382, 0.033873, 0.999391);VALID
1720560010414;0.784393;1.844436;(0.013683, 0.032183, 0.999388);VALID
1720560010419;0.948793;1.830753;(0.016550, 0.031943, 0.999353);VALID
1720560010424;0.870166;1.829682;(0.015179, 0.031925, 0.999375);VALID
1720560010429;0.867612;1.802939;(0.015135, 0.031458, 0.999391);VALID
1720560010434;0.805307;1.805966;(0.014048, 0.031512, 0.999405);VALID
1720560010439;0.743307;1.793559;(0.012966, 0.031296, 0.999426);VALID
1720560010444;0.979757;1.508219;(0.017093, 0.026317, 0.999508);VALID
1720560010449;0.547566;1.896032;(0.009551, 0.033084, 0.999407);VALID
1720560010454;0.573798;1.850688;(0.010009, 0.032293, 0.999428);VALID
1720560010459;0.589666;1.825187;(0.010286, 0.031848, 0.999440);VALID
1720560010464;0.704703;1.888775;(0.012292, 0.032957, 0.999381);VALID
1720560010469;0.735690;1.799018;(0.012834, 0.031391, 0.999425);VALID
1720560010474;0.730376;1.467234;(0.012743, 0.025603, 0.999591);VALID
1720560010479;0.993940;1.551769;(0.017340, 0.027076, 0.999483);VALID
1720560010484;0.892494;1.665273;(0.015570, 0.029057, 0.999457);VALID
1720560010489;0.703408;1.700739;(0.012271, 0.029677, 0.999484);VALID
1720560010494;0.749498;1.675968;(0.013075, 0.029244, 0.999487);VALID
1720560010499;0.587412;1.658645;(0.010248, 0.028943, 0.999529);VALID
1720560010504;1.695827;1.032716;(0.029589, 0.018015, 0.999400);VALID
1720560010509;0.541965;1.766756;(0.009454, 0.030829, 0.999480);VALID
1720560010514;0.255799;1.820198;(0.004462, 0.031763, 0.999486);VALID
1720560010519;0.718770;1.802259;(0.012538, 0.031448, 0.999427);VALID
1720560010524;0.698478;1.831771;(0.012184, 0.031963, 0.999415);VALID
1720560010529;0.599522;1.785111;(0.010458, 0.031149, 0.999460);VALID
1720560010534;0.549963;1.833094;(0.009594, 0.031987, 0.999442);VALID
1720560010539;0.577009;1.824875;(0.010065, 0.031843, 0.999442);VALID
1720560010544;0.524371;1.823496;(0.009147, 0.031819, 0.999452);VALID
1720560010549;-0.020642;2.113239;(-0.000360, 0.036875, 0.999320);VALID
1720560010554;0.389147;2.154137;(0.006787, 0.037587, 0.999270);VALID
1720560010559;1.180187;1.587558;(0.020589, 0.027699, 0.999404);VALID
1720560010564;-0.186319;2.348186;(-0.003249, 0.040972, 0.999155);VALID
1720560010569;-0.665792;2.537239;(-0.011609, 0.044266, 0.998952);VALID
1720560010574;-0.377066;2.349368;(-0.006575, 0.040992, 0.999138);VALID
1720560010579;-0.268952;2.259739;(-0.004690, 0.039429, 0.999211);VALID
1720560010584;-0.225408;2.233877;(-0.003931, 0.038978, 0.999232);VALID
1720560010589;-0.213422;2.197568;(-0.003722, 0.038345, 0.999258);VALID
1720560010594;-0.190488;2.157082;(-0.003322, 0.037639, 0.999286);VALID
1720560010599;-0.107285;2.142778;(-0.001871, 0.037390, 0.999299);VALID
1720560010604;-0.001775;2.033265;(-0.000031, 0.035480, 0.999370);VALID
1720560010609;0.101198;2.103886;(0.001765, 0.036711, 0.999324);VALID
1720560010614;0.219845;2.089810;(0.003834, 0.036466, 0.999328);VALID
1720560010619;0.204361;2.115922;(0.003564, 0.036921, 0.999312);VALID
1720560010624;-0.575399;2.432385;(-0.010033, 0.042438, 0.999049);VALID
