CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1744839283947;-0.320265;-0.569198;VALID;(-0.005589, -0.009934, 0.999935)
1744839283952;-0.325730;-0.550492;VALID;(-0.005685, -0.009608, 0.999938)
1744839283957;-0.306852;-0.528554;VALID;(-0.005355, -0.009225, 0.999943)
1744839283962;-0.311361;-0.509786;VALID;(-0.005434, -0.008897, 0.999946)
1744839283967;-0.311226;-0.494251;VALID;(-0.005432, -0.008626, 0.999948)
1744839283972;-0.314329;-0.449633;VALID;(-0.005486, -0.007847, 0.999954)
1744839283977;-0.326605;-0.437087;VALID;(-0.005700, -0.007628, 0.999955)
1744839283982;-0.265095;-0.665361;VALID;(-0.004626, -0.011612, 0.999922)
1744839283987;-0.236006;-0.885250;VALID;(-0.004119, -0.015450, 0.999872)
1744839283992;-0.210217;-0.983288;VALID;(-0.003668, -0.017161, 0.999846)
1744839283997;-0.200383;-0.995982;VALID;(-0.003497, -0.017382, 0.999843)
1744839284002;-0.189995;-1.013549;VALID;(-0.003316, -0.017689, 0.999838)
1744839284007;-0.195092;-1.032531;VALID;(-0.003404, -0.018020, 0.999832)
1744839284012;-0.188710;-1.062686;VALID;(-0.003293, -0.018546, 0.999823)
1744839284017;-0.188692;-1.105034;VALID;(-0.003293, -0.019285, 0.999809)
1744839284022;-0.198075;-1.150293;VALID;(-0.003456, -0.020075, 0.999793)
1744839284027;-0.186828;-1.175728;VALID;(-0.003260, -0.020519, 0.999784)
1744839284032;-0.189071;-1.240358;VALID;(-0.003299, -0.021647, 0.999760)
1744839284037;-0.199524;-1.242649;VALID;(-0.003482, -0.021686, 0.999759)
1744839284042;-0.208122;-1.263611;VALID;(-0.003632, -0.022052, 0.999750)
1744839284047;-0.182352;-1.317088;VALID;(-0.003182, -0.022985, 0.999731)
1744839284052;-0.180323;-1.288051;VALID;(-0.003146, -0.022479, 0.999742)
1744839284057;-0.180975;-1.298094;VALID;(-0.003158, -0.022654, 0.999738)
1744839284062;-0.173318;-1.313305;VALID;(-0.003024, -0.022919, 0.999733)
1744839284067;-0.181230;-1.320673;VALID;(-0.003162, -0.023048, 0.999729)
1744839284072;-0.176857;-1.340929;VALID;(-0.003086, -0.023401, 0.999721)
1744839284077;-0.171796;-1.338443;VALID;(-0.002998, -0.023358, 0.999723)
1744839284082;-0.177262;-1.347507;VALID;(-0.003093, -0.023516, 0.999719)
