CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1738018531489;3.395600;2.720372;VALID;(0.059163, 0.047378, 0.997123)
1738018531494;2.851070;2.689891;VALID;(0.049685, 0.046872, 0.997665)
1738018531499;2.565330;2.902500;VALID;(0.044701, 0.050586, 0.997719)
1738018531504;2.451061;2.738071;VALID;(0.042717, 0.047727, 0.997947)
1738018531509;2.491833;2.825702;VALID;(0.043424, 0.049251, 0.997842)
1738018531514;2.481942;2.685697;VALID;(0.043257, 0.046813, 0.997967)
1738018531519;2.355721;2.603035;VALID;(0.041061, 0.045378, 0.998126)
1738018531524;2.229304;2.518030;VALID;(0.038861, 0.043901, 0.998280)
1738018531529;2.004355;2.550182;VALID;(0.034941, 0.044467, 0.998400)
1738018531534;1.915955;2.548169;VALID;(0.033400, 0.044434, 0.998454)
1738018531539;1.917060;2.214068;VALID;(0.033428, 0.038612, 0.998695)
1738018531544;2.001244;2.303852;VALID;(0.034893, 0.040175, 0.998583)
1738018531549;1.669709;2.447559;VALID;(0.029111, 0.042687, 0.998664)
1738018531554;1.664700;2.385791;VALID;(0.029025, 0.041610, 0.998712)
1738018531559;1.681396;2.310266;VALID;(0.029318, 0.040294, 0.998758)
1738018531564;1.640069;2.305384;VALID;(0.028598, 0.040209, 0.998782)
1738018531569;1.661745;2.186093;VALID;(0.028978, 0.038129, 0.998853)
1738018531574;1.767495;2.315684;VALID;(0.030819, 0.040386, 0.998709)
1738018531579;1.503823;2.310222;VALID;(0.026222, 0.040296, 0.998844)
1738018531584;1.479470;2.135326;VALID;(0.025801, 0.037247, 0.998973)
1738018531589;1.504584;2.074044;VALID;(0.026240, 0.036179, 0.999001)
1738018531594;1.319241;2.010967;VALID;(0.023009, 0.035082, 0.999120)
1738018531599;1.300817;1.949984;VALID;(0.022688, 0.034018, 0.999164)
1738018531604;1.393849;2.054084;VALID;(0.024309, 0.035832, 0.999062)
1738018531609;1.196497;1.936170;VALID;(0.020869, 0.033779, 0.999211)
1738018531614;1.322433;1.976914;VALID;(0.023065, 0.034488, 0.999139)
1738018531619;1.127221;1.818466;VALID;(0.019663, 0.031727, 0.999303)
1738018531624;1.016768;1.794413;VALID;(0.017736, 0.031308, 0.999352)
1738018531629;1.004619;1.766098;VALID;(0.017525, 0.030815, 0.999372)
1738018531634;0.947104;1.745710;VALID;(0.016522, 0.030460, 0.999399)
1738018531639;0.940922;1.736578;VALID;(0.016414, 0.030300, 0.999406)
