CaptureTime;CalcXEccentricity;CalcYEccentricity;Valid;CombinedGazeOrigin
1744868111480;1.974627;3.046488;VALID;(0.034408, 0.053115, 0.997995)
1744868111485;1.828522;2.638092;VALID;(0.031875, 0.046004, 0.998433)
1744868111490;1.781668;2.192473;VALID;(0.031068, 0.038238, 0.998786)
1744868111495;1.583343;1.082278;VALID;(0.027626, 0.018881, 0.999440)
1744868111500;NaN;NaN;INVALID;
1744868111505;NaN;NaN;INVALID;
1744868111510;NaN;NaN;INVALID;
1744868111515;NaN;NaN;INVALID;
1744868111520;NaN;NaN;INVALID;
1744868111525;NaN;NaN;INVALID;
1744868111530;NaN;NaN;INVALID;
1744868111535;NaN;NaN;INVALID;
1744868111540;NaN;NaN;INVALID;
1744868111545;NaN;NaN;INVALID;
1744868111550;NaN;NaN;INVALID;
1744868111555;NaN;NaN;INVALID;
1744868111560;NaN;NaN;INVALID;
1744868111565;NaN;NaN;INVALID;
1744868111570;NaN;NaN;INVALID;
1744868111575;NaN;NaN;INVALID;
1744868111580;NaN;NaN;INVALID;
1744868111585;NaN;NaN;INVALID;
1744868111590;NaN;NaN;INVALID;
1744868111595;NaN;NaN;INVALID;
1744868111600;NaN;NaN;INVALID;
1744868111605;NaN;NaN;INVALID;
1744868111610;NaN;NaN;INVALID;
1744868111615;NaN;NaN;INVALID;
1744868111620;NaN;NaN;INVALID;
1744868111625;-3.277975;-4.662780;VALID;(-0.056992, -0.081159, 0.995071)
1744868111630;-3.016130;-5.927011;VALID;(-0.052337, -0.103120, 0.993291)
1744868111635;-1.177192;-3.944588;VALID;(-0.020496, -0.068777, 0.997422)
1744868111640;0.238159;-4.861321;VALID;(0.004142, -0.084744, 0.996394)
1744868111645;0.145328;-4.330813;VALID;(0.002529, -0.075515, 0.997142)
1744868111650;-0.074654;-4.286407;VALID;(-0.001299, -0.074742, 0.997202)
1744868111655;-0.134565;-4.048794;VALID;(-0.002343, -0.070606, 0.997502)
1744868111660;-0.282824;-3.610172;VALID;(-0.004926, -0.062967, 0.998004)
1744868111665;-0.402317;-3.401930;VALID;(-0.007009, -0.059339, 0.998213)
1744868111670;-0.587628;-3.286058;VALID;(-0.010239, -0.057318, 0.998304)
1744868111675;-0.797032;-3.212886;VALID;(-0.013889, -0.056041, 0.998332)
1744868111680;-0.912522;-3.235735;VALID;(-0.015900, -0.056437, 0.998280)
