CaptureTime;CalcXEccentricity;CalcYEccentricity;CombinedGazeForward;Valid
1720562052979;-6.024064;-1.182298;(-0.104924, -0.020520, 0.994269);VALID
1720562052984;-6.059008;-1.089752;(-0.105534, -0.018912, 0.994236);VALID
1720562052989;-6.016209;-1.131092;(-0.104790, -0.019631, 0.994301);VALID
1720562052994;-5.986303;-1.172308;(-0.104269, -0.020348, 0.994341);VALID
1720562052999;-5.943607;-1.229232;(-0.103526, -0.021337, 0.994398);VALID
1720562053004;-5.979431;-1.202771;(-0.104149, -0.020877, 0.994343);VALID
1720562053009;-5.886203;-1.154291;(-0.102532, -0.020039, 0.994528);VALID
1720562053014;-5.869582;-1.220308;(-0.102242, -0.021185, 0.994534);VALID
1720562053019;-5.946613;-1.287885;(-0.103576, -0.022355, 0.994370);VALID
1720562053024;-5.828320;-1.315322;(-0.101522, -0.022836, 0.994571);VALID
1720562053029;-5.769142;-1.306652;(-0.100495, -0.022688, 0.994679);VALID
1720562053034;-5.807345;-1.314433;(-0.101158, -0.022822, 0.994609);VALID
1720562053039;-5.796896;-1.331535;(-0.100975, -0.023119, 0.994620);VALID
1720562053044;-5.776076;-1.267777;(-0.100617, -0.022013, 0.994682);VALID
1720562053049;-5.752597;-1.349278;(-0.100206, -0.023429, 0.994691);VALID
1720562053054;-5.733094;-1.399102;(-0.099865, -0.024294, 0.994704);VALID
1720562053059;-5.752173;-1.500797;(-0.100192, -0.026059, 0.994627);VALID
1720562053064;-5.733753;-1.515826;(-0.099871, -0.026321, 0.994652);VALID
1720562053069;-5.703650;-1.590562;(-0.099345, -0.027620, 0.994670);VALID
1720562053074;-5.684800;-1.561665;(-0.099019, -0.027119, 0.994716);VALID
1720562053079;-5.655662;-1.500898;(-0.098516, -0.026065, 0.994794);VALID
1720562053084;-5.710318;-1.466135;(-0.099467, -0.025459, 0.994715);VALID
1720562053089;-5.629431;-1.471756;(-0.098062, -0.025560, 0.994852);VALID
1720562053094;-5.557898;-1.468993;(-0.096820, -0.025516, 0.994975);VALID
1720562053099;-5.578148;-1.511900;(-0.097170, -0.026260, 0.994921);VALID
1720562053104;-5.543913;-1.579423;(-0.096572, -0.027434, 0.994948);VALID
1720562053109;-5.453460;-1.534831;(-0.095003, -0.026664, 0.995120);VALID
1720562053114;-5.474445;-1.565152;(-0.095367, -0.027189, 0.995071);VALID
1720562053119;-5.460320;-1.558852;(-0.095121, -0.027080, 0.995097);VALID
1720562053124;-5.442484;-1.582297;(-0.094811, -0.027488, 0.995116);VALID
1720562053129;-5.434556;-1.615261;(-0.094671, -0.028061, 0.995113);VALID
1720562053134;-5.413277;-1.627467;(-0.094301, -0.028274, 0.995142);VALID
1720562053139;-5.391145;-1.653251;(-0.093916, -0.028723, 0.995166);VALID
1720562053144;-5.365378;-1.663153;(-0.093468, -0.028896, 0.995203);VALID
1720562053149;-5.348164;-1.681735;(-0.093168, -0.029220, 0.995222);VALID
1720562053154;-5.324049;-1.673438;(-0.092749, -0.029077, 0.995265);VALID
1720562053159;-5.309558;-1.690346;(-0.092497, -0.029371, 0.995280);VALID
1720562053164;-5.260007;-1.703680;(-0.091635, -0.029605, 0.995352);VALID
1720562053169;-5.204608;-1.697546;(-0.090673, -0.029501, 0.995444);VALID
1720562053174;-5.281131;-1.719121;(-0.092002, -0.029873, 0.995311);VALID
1720562053179;-5.249331;-1.694768;(-0.091450, -0.029451, 0.995374);VALID
1720562053184;-5.269958;-1.741240;(-0.091806, -0.030257, 0.995317);VALID
1720562053189;-5.250860;-1.726097;(-0.091475, -0.029995, 0.995356);VALID
